,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,cluster
16,-0.0085847647250058,-0.0041611435167876,-0.0091235639383722,-0.002143659164632,0.0017488876865914,0.0015878414353509,-0.0058667950322982,-0.0051050998790777,-0.0081889117511641,0.0019123085389682,-0.0012806995036779,-0.0040147768804512,0.0018303779433735,-0.0101692360058303,-0.0013042621926148,-0.0009402999336085,0.0008620948081833,-0.0049939596835984,-0.0030044143827478,-0.0084395629049381,8.980496979012097e-05,-0.0037325698145161,0.0006699308994636,0.003316646479092,0.0026270509730707,0.0052959255557191,0.0004403128009769,-0.0049595392403894,0.0064843064491247,0.0017861198380019,0.0043270032275028,0.0026964103452097,-0.0071346704723446,0.0027417014655413,0.0004982077628598,-0.0077483138025398,-0.00621734005768,-0.0038634272857398,0.0042548987568828,0.0034455025938356,0.0002481288155815,0.0001168571843165,-0.0036438260995265,-0.0043425710083106,-0.0023632123881052,7.684869541597405e-05,0.0031677235126036,-0.0005817794282758,-0.0009030490916506,-0.0087180495011076,15
73,-0.0179843553582139,0.0107262242789274,-0.0113272979000595,-0.0032731780510143,-0.0112223662692649,0.0098478347688356,0.0010671018491298,0.0041406124607081,-0.0037667410759804,0.0049284794862713,0.0013945164976933,-0.0021468664354414,-0.0011008090974871,0.0065480759719665,0.0025238286126235,0.0031661264262962,-0.0010799695390381,0.0004829640068778,-0.0044545290170937,-0.0027650537071679,0.0010492975113601,-0.0065720044189198,-0.0002486589285504,-0.00137043645546,-0.0028189048594872,-0.0021106927887021,-0.0013558599644475,0.0033599305060665,-0.0023965754741635,-0.0038886212654218,-0.0021945558601468,-0.0020601103152573,0.0017698289351202,-0.0021546575002385,-0.0006075206895827,0.0053373393822433,0.0009876647558575,-0.003778963456937,-0.0003319460019095,0.0024974141026365,0.0055693994570739,-0.0010968908687955,-0.0002633487378395,0.0003561080860458,-0.0039697001377221,0.0010298188110726,0.0026870417354823,0.0021649026197749,-0.0022276891815152,-0.0015647165321812,15
126,-0.0146017974036753,0.0102649438943296,-0.0135667790129372,-0.0011189055270652,-0.0057617396954601,0.0101950480791562,-0.001036014445086,-0.002678446945237,0.0002877489080501,0.0057540690596132,0.0037812366577829,-0.0072720645448251,-0.0005670972376203,0.0033446745724866,-0.0003661194048464,0.0001560896587805,-0.0004566895510297,0.0014813586881511,-0.0010069126080557,-0.0020992304786316,0.0016716333953603,-0.0012403240172929,-0.0006150941399809,-0.0026587549326435,0.0018377014012905,-0.0029028816537705,-0.0057061446696843,0.0052701855847537,0.0034956046984114,-0.0084591241584659,-0.0001331439824135,-0.0003132186649626,0.0028285271072087,-0.0002360835199657,0.000551065873573,0.0022153742926028,0.0037617930004627,-0.002434500997094,-0.0036116831390606,-0.0058544686777211,0.0004293547643561,-0.0012568281965179,-0.0009242008223523,0.0006700041234602,0.0029424691579731,-0.0004901249238104,-0.0019683041495841,-0.0032870722572212,0.0020698496839074,6.781234280063724e-05,15
143,-0.0172962677336127,0.0100419682674549,-0.0145777518649305,-0.0035091879186387,-0.0092898470708949,0.010805452205215,-0.0012465006360637,-0.0032647516254084,-0.0017053871730623,0.0055263467197247,0.0069378728910161,-0.0048101095534161,-0.0027465204815393,-0.0001284472373691,-0.0021425906609175,-0.001426236973063,0.0005985247455371,0.0025208147074132,-0.0031991855786962,-0.0014555542958636,0.0012541515776687,-0.001205379017151,-0.0005661559291821,-0.0027715707928962,0.0014459932514771,-0.005247882177888,-0.0045253143829879,0.0060229196187518,0.0053542712827498,-0.0065512028388936,0.0003850064965368,0.0011964186564766,-0.0008218122179291,0.0026441794707668,-0.0013217785189588,0.0008828153572999,-0.0006308567686001,-0.0012633334660232,-0.0040564853329099,-0.0005138665680827,-0.0013823837094675,-0.0015210252360014,0.0023699002899759,0.0015932629298609,0.0039365527946177,-0.0002402602797012,-0.0033519131657519,-0.0012647444634129,0.0041471238191872,-0.0014831124308139,15
151,-0.0218693330791409,0.0121269785077803,-0.0152121259840332,-0.0039361838208029,-0.0117857587543961,0.0070958705293983,0.0019623472989762,0.0070689261076504,-0.0058537523176839,0.0050337621324556,-0.0024756056854892,-0.0022444428497066,-0.0002118290503669,0.0048855781900596,0.0055965458617998,0.007141172104888,-0.0021734899525031,0.0052369185672467,-0.0089802031030557,-0.0077378158870359,-5.185490436045878e-05,-0.0071561134896496,-6.01696951404248e-05,0.0011288934326718,-0.008906050778945,0.0054434942325618,-0.0150351206552874,0.0020127681569414,-0.0184590518086448,0.0034030144183835,-0.0085280151288336,-0.0051327825059295,0.0066754520709772,0.0017388502360897,-0.0054586668414521,0.0041607585879051,-0.009029267724359,-0.0177339337721957,0.0151681002736227,-0.0169570076586659,0.0225566808792355,-0.0071060275056978,0.0105975205060513,0.029659184515943,-0.0085653067046471,-0.0149163853499772,-0.0280576476823965,0.0113738856263816,0.0042532809906234,0.021070256458785,15
210,-0.0109035645862659,0.0121725468454414,-0.0093087691179888,0.000644565738606,-0.0146869594139663,0.0096378935298454,0.0045046067767803,0.0076501673491273,0.0046088250351287,0.0079048493243154,0.0070066698468785,-0.0089704039381122,-0.0105938398884053,0.0106518851803159,0.0009761787140999,0.0085101068908923,0.0022494123196776,0.0024278747608497,0.0075861830050609,0.0027258173230509,0.0006796451014816,0.0075214959181725,0.0009451602015722,-0.0039725740185225,0.0068173137468025,-0.0061676673590932,-0.0026956563390019,0.0030717082866312,0.0067060818488675,-0.0059922309992844,0.0030470251603499,0.0002601055939562,0.004419576261882,0.0056263227331539,0.000864972642924,0.0027420243431724,-0.0060352950846347,0.0038819053103582,0.0005117605465424,0.00185905804882,-0.0005895140642656,-0.0001838242601939,-0.0028600464968297,0.0058531448847015,-0.0046339928988264,0.0003433404699566,0.0055499958108702,0.0041043506754117,-0.0093612914113658,-0.0050737730529205,0
221,-0.0178528637640748,0.0080175344670934,-0.0099824231056771,-0.0008099743372934,-0.0121219086025143,0.0082295841578353,-0.0043888114001208,-0.0070636971400026,-0.0055249548714001,0.0070455595499925,0.0038884713979183,-0.0173878449183561,-0.0056066626476291,0.0054738069310102,0.00153688697542,0.0096973965542575,0.003657013920954,0.0038364126489117,0.0010454157657259,0.0022253683024104,0.0043950866093632,-0.0009323034621629,-0.0037306738478219,-0.0070690911065282,0.0042870747634576,-0.0094832829462086,-0.0096576841958033,0.0076871764181212,0.0070622392302433,-0.0123579529702653,0.0043595542438064,-0.0043905947596189,0.0051069429013979,0.0070692982830619,0.0012460231871731,0.0067018438502691,-0.0045805467208814,0.008811213222741,0.001490065651997,0.0100146408519843,0.0022721902850144,-0.0018231295400685,-0.0050132982163293,0.0006837530367712,-0.0068848867424608,0.0024793331958567,0.0051130472263787,0.004021015560408,-0.0140583080084121,-0.0042949416886656,0
248,-0.0072590903776244,0.0028211556147071,-0.0061025472068858,-0.0016952809787332,-0.0114145510161006,0.007264229937607,-0.0006542409531648,0.005661153939705,0.0052855111284535,-0.002736665235355,-0.002094225967595,0.0004028262397659,0.0018842155435999,-0.0004040684021135,-2.655928538476735e-05,-0.0043649659342109,0.0065721254582863,0.0030736427053179,0.0016694301144161,-0.0056983806690143,0.0067030069344795,0.0031831896887818,-0.0023239072794525,0.0069283958551007,-0.0034748349175965,-0.0044153600716928,0.0031597666198042,-0.0014009194073154,-0.0014077497632375,-0.0018720242088022,0.0052116488481857,-0.0008270013284174,0.0006710875354975,0.0036979564664649,-0.0011439071576616,0.0049718874988361,-0.0087616143932051,-0.0013900524462763,0.0043837409333029,0.0006570453988691,-0.0002414076524731,-0.002538944290642,0.0023594514128246,0.0009578556964803,0.0045221013561651,-0.0025545067470837,0.000582798281672,0.001194366798645,0.000689057781926,-0.0011463125728441,15
289,0.0125070397525561,-0.0007591605477216,-0.0003822102776666,-0.000223204298007,-0.0107368428904899,-0.0088090781890451,-0.0157857575894854,-0.0058055723478959,-0.0058322648486145,-0.005647426236108,0.0004628966475355,-0.0106471918293493,0.0024676157563336,0.0215677596315094,0.0081269469284343,0.0052104228388375,-0.0045085787912143,0.0077124164956176,-0.0067407162089877,0.0041905359196737,0.0114021842917643,0.0030658365217251,-0.0036721909196816,-0.0103243368300691,0.0062663309893724,0.0026671561592298,-0.0006369303073026,0.0076128049032326,-0.0027696571448515,-0.0056306710751623,0.0026087147134712,0.0073669063795305,-0.0097080790713183,0.0082954547104001,-0.0041581744288003,0.0037076883684111,0.0002836178084575,-0.0028458821464649,-0.0025746826419032,-0.0060391974157459,0.0069802904466479,0.0049815011263132,0.0066167209561323,0.0069281213895278,0.0015132736792967,-0.0049051145089883,-0.0019049956249996,0.000341463481265,-0.0025542004628278,0.0055374955429964,12
296,-0.0157145113390185,0.0073565388526217,-0.0072569903872281,-0.0024550818211246,-0.0159470553248978,0.0067022249992933,-0.0023096609336004,0.0072572541901364,-0.0009925384130597,-0.0014224337664555,-0.0048102167613653,-0.0025668034887185,0.0045444369212444,0.0019727588522116,-0.0025439464843484,0.0049507490914936,0.0007276256874743,-0.0037153485208283,-0.0058021868733289,-0.0047814408023186,0.0032820048001456,0.0035474759262576,-0.0050139129688176,0.0029421407070552,0.0060190215098603,-0.0013130126656237,-0.0048414571326837,-0.0005246196123803,0.008797615710677,0.0006805239834768,-0.0053090354371715,0.009896730324868,0.0003875945599537,0.0017547016929393,-0.0017561567661447,-0.0012050303776605,0.0100639871940046,0.0036983042074574,-0.0017504639337082,0.0013375501165265,-0.0011501830652888,-0.0073572849570715,-0.0092267707869607,-0.0019579509408032,0.0083885338598428,-0.0010353390140565,-0.0042240353544794,-0.0070018023400852,0.0030651272019244,-0.0056788329611395,15
