user_id	place_id	datetime	timezone	lat	lon	cluster_id	sampled_count
203821	4e46e095183849317e7cfb58	Tue Apr 03 19:51:02 +0000 2012	480	1.306273	103.826466	0	1
203821	4eca6e83be7ba4fc71d9c8a6	Tue Apr 03 20:00:36 +0000 2012	480	1.306302	103.828054	0	1
33397	4c1c6efbb306c92883f263b7	Tue Apr 03 22:37:28 +0000 2012	480	1.354713	103.989186	0	1
12764	4c6b7e759669e21e5a3fab51	Tue Apr 03 23:09:31 +0000 2012	480	1.351238	103.885245	0	1
14922	4c80301447cc224b59e9709f	Tue Apr 03 23:19:43 +0000 2012	480	1.301628	103.765451	0	1
59342	4ca2afeb7f84224bc8ccbe58	Wed Apr 04 01:37:42 +0000 2012	480	1.324254	103.897953	0	1
244491	4d266bd2849f37041fed5e41	Wed Apr 04 02:49:53 +0000 2012	480	1.332798	103.964754	0	1
123770	4d92d4349213b1f70cc1ba46	Wed Apr 04 03:44:21 +0000 2012	480	1.335733	103.888128	0	1
123770	4b058815f964a520acb022e3	Wed Apr 04 04:33:07 +0000 2012	480	1.291128	103.857708	0	1
41964	4b13fe99f964a520659b23e3	Wed Apr 04 04:43:16 +0000 2012	480	1.280684	103.850345	0	1
244491	4e925263e5fa72f70fba5010	Wed Apr 04 05:23:47 +0000 2012	480	1.33452	103.9624	0	1
244491	4eb372c77ee5024d7e28ad3c	Wed Apr 04 05:24:36 +0000 2012	480	1.334357	103.962631	0	1
244491	4b18e995f964a52079d623e3	Wed Apr 04 05:27:20 +0000 2012	480	1.334504	103.961542	0	1
12764	4e14eb99d22d026fa76a04ab	Wed Apr 04 05:31:20 +0000 2012	480	1.350982	103.885086	0	1
244491	4b0e6213f964a5203e5723e3	Wed Apr 04 05:41:30 +0000 2012	480	1.327215	103.946473	0	1
244491	4b0c82d7f964a520933e23e3	Wed Apr 04 05:51:35 +0000 2012	480	1.353094	103.945218	0	1
244491	4b9e319ff964a520ddd036e3	Wed Apr 04 05:54:57 +0000 2012	480	1.353025	103.945038	0	1
41964	4bb9c1a6935e9521d3512790	Wed Apr 04 05:58:11 +0000 2012	480	1.299129	103.855391	0	1
244491	4b1f8e5bf964a520eb2624e3	Wed Apr 04 07:18:25 +0000 2012	480	1.279787	103.834739	0	1
244491	4cf9a291feec6dcbc8873a36	Wed Apr 04 07:19:09 +0000 2012	480	1.278404	103.833912	0	1
244491	4bfb44f2d0382d7f6787c90a	Wed Apr 04 07:19:28 +0000 2012	480	1.280384	103.835277	0	1
41964	4b5d2673f964a520a25429e3	Wed Apr 04 07:33:24 +0000 2012	480	1.299483	103.855704	0	1
244491	4b68d2b3f964a520c28e2be3	Wed Apr 04 08:20:43 +0000 2012	480	1.281345	103.839126	0	1
244491	4b058819f964a520deb122e3	Wed Apr 04 09:06:35 +0000 2012	480	1.304256	103.832517	0	1
244491	4b058817f964a52062b122e3	Wed Apr 04 09:07:05 +0000 2012	480	1.304921	103.832828	0	1
244491	4c936513f600236ab702c532	Wed Apr 04 09:08:53 +0000 2012	480	1.304326	103.832747	0	1
244491	4b058819f964a520dfb122e3	Wed Apr 04 09:31:09 +0000 2012	480	1.293123	103.852376	0	1
244491	4c80a5e9e602b1f708928b7a	Wed Apr 04 09:41:37 +0000 2012	480	1.293792	103.849938	0	1
244491	4bd7104c7b1876b0e3838d86	Wed Apr 04 10:04:48 +0000 2012	480	1.283062	103.859167	0	1
244491	4bd6b4925631c9b60239a630	Wed Apr 04 10:05:08 +0000 2012	480	1.283756	103.858761	0	1
244491	4e6ca596b993061ea8e39772	Wed Apr 04 10:05:58 +0000 2012	480	1.285057	103.858148	0	1
125255	4b1fa51bf964a520a82724e3	Wed Apr 04 10:11:27 +0000 2012	480	1.290525	103.820344	0	1
244491	4bf7c0404a67c928061924cf	Wed Apr 04 10:24:52 +0000 2012	480	1.283243	103.860652	0	1
145197	4b4969b1f964a520606f26e3	Wed Apr 04 10:28:03 +0000 2012	480	1.305543	103.831573	0	1
123770	4b058819f964a520dfb122e3	Wed Apr 04 10:35:22 +0000 2012	480	1.293123	103.852376	0	1
91098	4b5da988f964a520ae6529e3	Wed Apr 04 10:51:32 +0000 2012	480	1.350678	103.87275	0	1
128076	4f6c56dce4b0a4e20e7cfc3e	Wed Apr 04 10:58:46 +0000 2012	480	1.366917	103.954477	0	1
244491	4ed9e6c58b8173160bb92a5e	Wed Apr 04 11:26:24 +0000 2012	480	1.352179	103.952919	0	1
145197	4ef99ea26c25c411ed1ec74a	Wed Apr 04 12:25:59 +0000 2012	480	1.303696	103.833856	0	1
128076	4b91eae0f964a5205adf33e3	Wed Apr 04 12:29:16 +0000 2012	480	1.375508	103.954409	0	1
10672	4bec2a8561aca593cae38500	Wed Apr 04 13:16:39 +0000 2012	480	1.305114	103.927402	0	1
10672	4f223c2fe4b0e1207f5ee05a	Wed Apr 04 13:26:11 +0000 2012	480	1.302296	103.917959	0	1
10672	4b70020df964a5202d032de3	Wed Apr 04 13:41:22 +0000 2012	480	1.306809	103.93472	0	1
174532	4f4bb74de4b0c132f449a4b0	Wed Apr 04 13:54:30 +0000 2012	480	1.300045	103.850019	0	1
10672	4d89a33276e1236a73db0843	Wed Apr 04 15:58:47 +0000 2012	480	1.30786	103.862557	0	1
8796	4ba57475f964a520d30839e3	Wed Apr 04 16:37:16 +0000 2012	480	1.379436	103.95765	0	1
10672	4cafec3639458cfacbd7fe9f	Wed Apr 04 19:32:48 +0000 2012	480	1.315935	103.870963	0	1
12764	4c6b7e759669e21e5a3fab51	Wed Apr 04 23:12:48 +0000 2012	480	1.351238	103.885245	0	1
14922	4c80301447cc224b59e9709f	Wed Apr 04 23:18:37 +0000 2012	480	1.301628	103.765451	0	1
94759	4d2a3834467d6ea8ae4dd695	Thu Apr 05 00:19:59 +0000 2012	480	1.320868	103.779626	0	1
12764	4e749617c65bb91db3f52e00	Thu Apr 05 08:55:29 +0000 2012	480	1.35405	103.876116	0	1
12764	4cebd72c0f196dcb1d165aae	Thu Apr 05 09:07:36 +0000 2012	480	1.351279	103.872213	0	1
8796	4f2265a6e4b0ed33964269cc	Thu Apr 05 09:09:25 +0000 2012	480	1.292276	103.849815	0	1
8796	4b921237f964a520eee533e3	Thu Apr 05 09:10:52 +0000 2012	480	1.292001	103.850653	0	1
12764	4c343329ed37a593208d6e03	Thu Apr 05 09:51:36 +0000 2012	480	1.350618	103.873291	0	1
8796	4b932271f964a520073734e3	Thu Apr 05 09:58:15 +0000 2012	480	1.372859	103.949332	0	1
145197	4b98f8c3f964a520685935e3	Thu Apr 05 11:01:16 +0000 2012	480	1.292153	103.856168	0	1
123770	4b1dbf59f964a520c71424e3	Thu Apr 05 11:01:58 +0000 2012	480	1.299072	103.787574	0	1
123770	4b225e4ef964a520024624e3	Thu Apr 05 11:02:42 +0000 2012	480	1.299245	103.787614	0	1
244491	4b49db45f964a520ca7426e3	Thu Apr 05 11:03:39 +0000 2012	480	1.263754	103.823075	0	1
128076	4b11258cf964a520667823e3	Fri Apr 06 13:35:55 +0000 2012	480	1.372559	103.93208	0	1
33397	4c4d82fcf53d0f4727e91ba5	Fri Apr 06 13:58:22 +0000 2012	480	1.307605	103.907865	0	1
128076	4b586667f964a520065628e3	Fri Apr 06 14:11:09 +0000 2012	480	1.373074	103.932102	0	1
2062	4cbc1b5d4352a1cdbb3b9cf5	Fri Apr 06 14:48:12 +0000 2012	480	1.379218	103.957191	0	1
203821	4f5cc2d6e4b082b23e46a194	Fri Apr 06 16:07:55 +0000 2012	480	1.296162	103.853286	0	1
244491	4b77afedf964a520e8a62ee3	Sat Apr 07 14:08:19 +0000 2012	480	1.360352	103.946154	0	1
31511	4b05880ef964a520d6ae22e3	Sat Apr 07 15:30:25 +0000 2012	480	1.28984	103.845005	0	1
31511	4bd1e8a4462cb7135d28db07	Sat Apr 07 15:30:47 +0000 2012	480	1.287011	103.849062	0	1
31511	4b05880df964a5206fae22e3	Sat Apr 07 15:32:11 +0000 2012	480	1.288838	103.846639	0	1
203821	4f4bb74de4b0c132f449a4b0	Sat Apr 07 16:55:47 +0000 2012	480	1.300045	103.850019	0	1
128076	4c273be4aa77ef3ba9e698b0	Sat Apr 07 19:52:44 +0000 2012	480	1.332101	103.913498	0	1
2062	4cb6db7b589f236a324e3a3d	Sun Apr 08 03:16:51 +0000 2012	480	1.375905	103.955598	0	1
244491	4d7a627b777bb1f72065565b	Sun Apr 08 03:58:10 +0000 2012	480	1.351518	103.948505	0	1
94759	4b08e700f964a520421323e3	Sun Apr 08 04:08:07 +0000 2012	480	1.304783	103.831938	0	1
14922	4b666385f964a520dd1f2be3	Sun Apr 08 05:49:38 +0000 2012	480	1.317171	103.879791	0	1
8796	4d6dc63ccf4da090d26eddd6	Sun Apr 08 06:00:51 +0000 2012	480	1.288772	103.847414	0	1
8796	4d10aed2d467236a5d7dc54a	Sun Apr 08 06:02:06 +0000 2012	480	1.288843	103.84714	0	1
193901	4d2534e1b9796dcbd9caa639	Sun Apr 08 06:32:51 +0000 2012	480	1.25631	103.820897	0	1
193901	4b8eff9ef964a5208c4333e3	Sun Apr 08 06:42:37 +0000 2012	480	1.251376	103.817807	0	1
193901	4c08aeba009a0f479485e6bf	Sun Apr 08 06:53:58 +0000 2012	480	1.25154	103.817435	0	1
244491	4d9e28a54811a1cde71ee7ed	Sun Apr 08 10:58:26 +0000 2012	480	1.349002	103.94066	0	1
263575	4bd51b936f6495218bb36eec	Sun Apr 08 11:03:52 +0000 2012	480	1.373953	103.932252	0	1
128076	4c80cfc8d34ca14375241c80	Sun Apr 08 12:04:52 +0000 2012	480	1.337908	103.923482	0	1
13173	4b5da988f964a520ae6529e3	Sun Apr 08 12:37:07 +0000 2012	480	1.350678	103.87275	0	1
13173	4d046a7b30a58cfa67ae9fe7	Sun Apr 08 12:58:55 +0000 2012	480	1.351193	103.872428	0	1
174532	4c775cda93faa093a2c5f0fb	Sun Apr 08 13:04:06 +0000 2012	480	1.301253	103.837023	0	1
33397	4b24c5a1f964a520bf6924e3	Sun Apr 08 13:09:50 +0000 2012	480	1.313955	103.931899	0	1
33397	4b5ec99df964a520b69829e3	Sun Apr 08 13:13:41 +0000 2012	480	1.342917	103.953231	0	1
33397	4f819050e4b09a1477d1de43	Sun Apr 08 13:19:22 +0000 2012	480	1.32167	103.943344	0	1
31511	4b058818f964a520a7b122e3	Sun Apr 08 13:27:25 +0000 2012	480	1.264939	103.821668	0	1
31511	4b63ad8af964a520928b2ae3	Sun Apr 08 13:27:36 +0000 2012	480	1.266416	103.819619	0	1
13173	4b130770f964a520f49223e3	Sun Apr 08 14:08:43 +0000 2012	480	1.349391	103.873158	0	1
174532	4c0c507c009a0f474c87ecbf	Sun Apr 08 17:14:58 +0000 2012	480	1.303218	103.864633	0	1
174532	4c503361dcb5d13a90ab9708	Sun Apr 08 17:19:14 +0000 2012	480	1.303178	103.865148	0	1
174532	4c014a71cf3aa593bcc8ccb0	Sun Apr 08 19:56:27 +0000 2012	480	1.331736	103.879133	0	1
14922	4c80301447cc224b59e9709f	Sun Apr 08 23:14:09 +0000 2012	480	1.301628	103.765451	0	1
12764	4c1e0491b306c928166566b7	Mon Apr 09 11:56:48 +0000 2012	480	1.358152	103.87471	0	1
59342	4f4054d9e4b0c868dd57e068	Mon Apr 09 12:16:13 +0000 2012	480	1.318442	103.891984	0	1
145197	4c60edcb3986e21e8082954f	Mon Apr 09 13:15:27 +0000 2012	480	1.305692	103.904852	0	1
174879	4bb6eb2ff562ef3b22e43097	Mon Apr 09 13:57:36 +0000 2012	480	1.354414	103.988007	0	1
174879	4b0bd124f964a520e03323e3	Mon Apr 09 15:05:37 +0000 2012	480	1.356685	103.988471	0	1
128076	4c273be4aa77ef3ba9e698b0	Mon Apr 09 19:47:10 +0000 2012	480	1.332101	103.913498	0	1
14922	4c80301447cc224b59e9709f	Mon Apr 09 23:14:01 +0000 2012	480	1.301628	103.765451	0	1
12764	4c6b7e759669e21e5a3fab51	Tue Apr 10 00:18:52 +0000 2012	480	1.351238	103.885245	0	1
238295	4b529bbdf964a520c48327e3	Tue Apr 10 00:29:54 +0000 2012	480	1.29921	103.855792	0	1
93959	4b5d222af964a520f25329e3	Tue Apr 10 01:31:58 +0000 2012	480	1.31928	103.896068	0	1
244491	4d266bd2849f37041fed5e41	Tue Apr 10 01:58:01 +0000 2012	480	1.332798	103.964754	0	1
13173	4b1dbdb7f964a520b01424e3	Tue Apr 10 03:31:30 +0000 2012	480	1.372137	103.8937	0	1
174532	4b189466f964a52049d423e3	Tue Apr 10 03:56:20 +0000 2012	480	1.301339	103.8386	0	1
244491	4e925263e5fa72f70fba5010	Tue Apr 10 04:36:47 +0000 2012	480	1.33452	103.9624	0	1
174532	4b058814f964a5209ab022e3	Tue Apr 10 04:41:08 +0000 2012	480	1.301425	103.839469	0	1
174532	4b6f97c1f964a52028f72ce3	Tue Apr 10 04:46:57 +0000 2012	480	1.302572	103.840445	0	1
