user_id	place_id	datetime	timezone	lat	lon
848	4b627061f964a520ad472ae3	Sun Feb 05 14:46:57 +0000 2012	480	1.363307	103.771454
22634	4eb147cbd3e36bac66ef6ea5	Sat Mar 03 15:53:54 +0000 2012	480	1.273683	103.779699
25478	4b05880cf964a5200eae22e3	Wed Mar 07 08:27:42 +0000 2012	480	1.316562	103.935584
85698	4eddaef09adfe5cbe3153bb8	Sat Apr 07 08:52:23 +0000 2012	480	1.357778	103.82719
39997	4b762527f964a520d93f2ee3	Thu Dec 06 06:08:15 +0000 2012	480	1.300561	103.787286
4041	4d5b86996b2e3704607082ee	Tue Aug 07 13:32:58 +0000 2012	480	1.316154	103.80442
2862	4e69fcd87d8b143eb6e37be2	Thu May 03 13:15:06 +0000 2012	480	1.359163	103.7817
10071	4b4efde5f964a5203bf826e3	Thu Aug 02 17:06:42 +0000 2012	480	1.306796	103.797309
36723	502e29c1e4b0bf3e69635df1	Sun Nov 04 21:46:46 +0000 2012	480	1.306323	103.811762
46639	4dd4fb9f1f6ec4e0bb85a36a	Sun Feb 05 12:44:25 +0000 2012	480	1.27363	103.803378
7751	4d3f8a08de17a093f957f06b	Wed Sep 05 18:42:26 +0000 2012	480	1.308193	103.729708
87944	4ba229baf964a52066e037e3	Sun Feb 05 10:35:56 +0000 2012	480	1.359566	103.811378
9111	4d265ed1068e8cfa3103b04c	Wed Apr 04 18:46:57 +0000 2012	480	1.35216	103.803708
29651	4d80b78e70d18cfa0013a294	Sun Apr 01 19:31:54 +0000 2012	480	1.273101	103.815868
150541	4d512604d7eaa1431e786f0f	Sat Sep 01 13:39:51 +0000 2012	480	1.344236	103.814908
8568	4dd9e8b1e4cd37c893e7cc6c	Wed Jul 04 19:36:57 +0000 2012	480	1.293948	103.809348
289	4f49a07be4b0927ad9f671cb	Sat Jul 07 12:07:58 +0000 2012	480	1.314035	103.812075
63023	4c5ff63d13791b8d8e5f4eaf	Wed Sep 05 15:46:41 +0000 2012	480	1.318482	103.806047
39863	4b78b612f964a520eade2ee3	Thu Feb 02 12:37:48 +0000 2012	480	1.30517	103.815905
165989	4cc95e99d338236a51fca17c	Fri Jun 01 06:11:29 +0000 2012	480	1.359562	103.834054
82921	4b9dcc3cf964a52033be36e3	Sun Dec 02 14:36:53 +0000 2012	480	1.340015	103.797586
20528	4b1e7356f964a5201f1a24e3	Sat Nov 03 13:36:20 +0000 2012	480	1.306358	103.803314
36819	50815727e4b0073ffa3dc5aa	Sun May 06 19:21:47 +0000 2012	480	1.288998	103.803626
70870	4b488e84f964a5204a4f26e3	Fri Jul 06 19:32:34 +0000 2012	480	1.290995	103.92195
25478	4b56f8aaf964a520322128e3	Mon Nov 05 07:53:34 +0000 2012	480	1.268773	103.812812
912	4fae7588e4b0c29a764edd08	Wed Jul 04 15:56:55 +0000 2012	480	1.325133	103.797308
99087	510097b4e4b073cacbfc5f97	Fri May 04 15:44:39 +0000 2012	480	1.345029	103.800664
848	4ee213d1469093b9588c86f3	Fri Apr 06 12:50:59 +0000 2012	480	1.306052	103.799962
84885	4b18f2e6f964a520acd623e3	Sun Apr 01 13:14:52 +0000 2012	480	1.2948	103.813691
3361	4b5fce70f964a5206ccd29e3	Thu Jun 07 15:34:58 +0000 2012	480	1.36217	103.795867
63023	512cbf49e4b01b48c71abc4b	Sun Aug 05 16:56:53 +0000 2012	480	1.305166	103.804277
157991	4b25eec6f964a5209b7724e3	Mon Nov 05 17:10:43 +0000 2012	480	1.27141	103.810908
74138	50a17ba0e4b01b6888355578	Thu Dec 06 15:42:55 +0000 2012	480	1.303359	103.806424
67265	4c4530c0f799e21e7cf2aea2	Wed May 02 23:46:41 +0000 2012	480	1.3234	103.820244
74138	4d35442cf8c9224b2380cad2	Fri May 04 12:08:34 +0000 2012	480	1.304383	103.815473
122186	4c5fd36e1e5cd13a3d58a0ed	Sun Feb 05 17:37:57 +0000 2012	480	1.33925	103.798085
12830	4b0bcea6f964a520c93323e3	Sun Aug 05 23:23:53 +0000 2012	480	1.293345	103.794216
19441	5149b906e4b09447248458a7	Sat Feb 04 12:33:22 +0000 2012	480	1.303614	103.807598
53428	4b65850cf964a52025f32ae3	Wed Sep 05 16:36:44 +0000 2012	480	1.306446	103.818409
76266	4c5e7d986ebe2d7f0edfd52e	Sat Nov 03 16:37:56 +0000 2012	480	1.305542	103.820517
31380	4b975628f964a5200d0035e3	Sat Jul 07 14:46:49 +0000 2012	480	1.357812	103.738642
