user_id	place_id	datetime	timezone	lat	lon
23679	50821d7de4b0a7491c713c45	Sat Apr 07 03:30:59 +0000 2012	480	1.299794	103.956817
12830	4b827fe7f964a5207fd530e3	Mon Feb 06 03:05:55 +0000 2012	480	1.326731	103.958063
22634	4eb147cbd3e36bac66ef6ea5	Thu Jun 07 07:22:29 +0000 2012	480	1.260354	103.853618
75575	4b799559f964a52043032fe3	Mon Apr 02 11:04:59 +0000 2012	480	1.332167	103.960954
848	4b892d46f964a520122132e3	Wed Jul 04 09:01:40 +0000 2012	480	1.377714	103.829638
1054	4b762527f964a520d93f2ee3	Thu Dec 06 03:06:17 +0000 2012	480	1.302028	103.862228
848	4c8259fe6bd49521e137c4d2	Fri Oct 05 06:07:55 +0000 2012	480	1.350278	103.938884
2862	4e69fcd87d8b143eb6e37be2	Thu Apr 05 09:19:11 +0000 2012	480	1.350972	103.852161
89325	4d0845fe00e6b1f78fd60cd7	Sat Jul 07 09:28:42 +0000 2012	480	1.309926	103.899726
848	4b4969b1f964a520606f26e3	Sun Aug 05 03:18:27 +0000 2012	480	1.290279	103.841638
2391	4ce27061f8cdb1f721e6a112	Sat Nov 03 07:09:42 +0000 2012	480	1.342873	103.872117
912	4baaea5cf964a520ac8d3ae3	Sun Apr 01 04:02:29 +0000 2012	480	1.35127	103.821205
9111	4d265ed1068e8cfa3103b04c	Wed Aug 01 06:01:59 +0000 2012	480	1.348384	103.921168
29651	4d80b78e70d18cfa0013a294	Sun May 06 12:01:58 +0000 2012	480	1.257895	103.799594
13358	4bd557da4e32d13a11b3c080	Sat Jul 07 10:24:15 +0000 2012	480	1.346824	103.872721
140817	4c121c0677cea593a164cc60	Tue Oct 02 02:34:57 +0000 2012	480	1.35274	103.850577
8568	4dd9e8b1e4cd37c893e7cc6c	Sun May 06 04:29:59 +0000 2012	480	1.333417	103.786994
59347	4f49a07be4b0927ad9f671cb	Mon May 07 04:18:59 +0000 2012	480	1.353688	103.862109
63023	4c5ff63d13791b8d8e5f4eaf	Wed Jul 04 08:03:45 +0000 2012	480	1.34465	103.922264
4865	4b78b612f964a520eade2ee3	Mon Feb 06 10:40:53 +0000 2012	480	1.300867	103.858497
41798	4ef17ad7f9abac413395f053	Mon Oct 01 09:14:51 +0000 2012	480	1.348568	103.918963
98104	4c6f635e34443704a323215f	Fri Feb 03 08:11:26 +0000 2012	480	1.28056	103.851133
1011	4b1e7356f964a5201f1a24e3	Sat Oct 06 07:48:08 +0000 2012	480	1.347303	103.864635
58006	4b49db45f964a520ca7426e3	Tue Oct 02 12:29:00 +0000 2012	480	1.255239	103.855591
23222	4fd7f799e4b01476c5321f74	Mon May 07 06:54:35 +0000 2012	480	1.29445	103.910159
7532	4cd53a9bab19a093c6dc3deb	Wed Jul 04 06:10:40 +0000 2012	480	1.316406	103.956607
143	4e78087c887738167d3360df	Sat Feb 04 03:19:25 +0000 2012	480	1.336765	103.860371
2862	4e2fc0b68877341a5155a144	Fri Nov 02 09:47:55 +0000 2012	480	1.356237	103.843446
6342	4e3a875e62e10c0843d70577	Mon Jul 02 08:35:36 +0000 2012	480	1.304565	103.910927
13591	4ca1d1cd03133704fa2d86d5	Sat Feb 04 03:18:51 +0000 2012	480	1.348052	103.862371
4860	4ec0e78330f82a2e13999a1b	Sat Nov 03 09:26:50 +0000 2012	480	1.3242	103.863115
78157	4f91eb5fe4b0780fc582127f	Thu Aug 02 04:24:46 +0000 2012	480	1.302366	103.918192
3361	4b594c74f964a5205a8428e3	Thu Sep 06 18:18:44 +0000 2012	480	1.297573	103.845064
223574	4b25eec6f964a5209b7724e3	Mon Oct 01 08:00:54 +0000 2012	480	1.316554	103.873355
67265	4c4530c0f799e21e7cf2aea2	Wed Jul 04 09:11:53 +0000 2012	480	1.347433	103.838841
11160	4d2da389ad25224b143f0190	Tue Feb 07 17:09:46 +0000 2012	480	1.330541	103.861313
122186	4c5fd36e1e5cd13a3d58a0ed	Sun Feb 05 09:02:57 +0000 2012	480	1.318767	103.853051
12830	4b0bcea6f964a520c93323e3	Sun Jun 03 04:18:24 +0000 2012	480	1.27771	103.826712
221	50c2e0fce4b04cc46ce57f6c	Mon Feb 06 09:07:49 +0000 2012	480	1.301062	103.865998
78426	4cbc19f74c60a093ec624fca	Sat Apr 07 11:18:54 +0000 2012	480	1.296346	103.857699
2862	4dd33f9852b1f20e680c4a61	Mon Feb 06 10:05:59 +0000 2012	480	1.323809	103.909501
55151	4b7f8ca7f964a520043430e3	Sat Jul 07 05:07:52 +0000 2012	480	1.290664	103.755708
91238	4b49db45f964a520ca7426e3	Sat Feb 04 10:46:54 +0000 2012	480	1.349177	103.847493
4687	4b41e32af964a520cec925e3	Wed Feb 01 08:18:58 +0000 2012	480	1.28536	103.864316
26711	4d3f95f1255d8cfa9c255d05	Tue Nov 06 14:32:46 +0000 2012	480	1.364986	103.851712
47349	516693d1e4b00896975707b3	Sun Apr 01 09:02:45 +0000 2012	480	1.312701	103.852633
108393	4d204340756e8cfabccb6a54	Sat Apr 07 03:25:53 +0000 2012	480	1.351489	103.867614
12764	4b1f21a6f964a520432424e3	Fri Feb 03 09:15:54 +0000 2012	480	1.304371	103.87736
55918	4bbc6a3fe4529521c9d355a4	Mon Jul 02 12:11:59 +0000 2012	480	1.324085	103.862553
14106	4ba7a153f964a52021a439e3	Mon Jul 02 06:04:59 +0000 2012	480	1.296913	103.861702
88356	4b7fcf78f964a520bb3e30e3	Sat Jun 02 10:29:37 +0000 2012	480	1.325838	103.853592
55191	4cd53a9bab19a093c6dc3deb	Sat Apr 07 05:21:56 +0000 2012	480	1.287588	103.830188
48739	4b10ca16f964a520c27523e3	Sun Sep 02 06:17:24 +0000 2012	480	1.275573	103.860953
39625	4c6fe999b3ce224b9c1372c6	Mon Oct 01 09:23:56 +0000 2012	480	1.294932	103.853173
7659	4d2534e1b9796dcbd9caa639	Mon Aug 06 08:01:48 +0000 2012	480	1.2997	103.857247
848	4c890b4f94f5a093bcaad41e	Fri Oct 05 10:05:33 +0000 2012	480	1.336317	103.858642
9111	4b64e7a2f964a520d9d82ae3	Sat May 05 09:18:31 +0000 2012	480	1.331518	103.900297
10071	4bd557da4e32d13a11b3c080	Sun Jun 03 07:01:56 +0000 2012	480	1.356125	103.858373
85698	50821d7de4b0a7491c713c45	Sat Apr 07 05:21:50 +0000 2012	480	1.28963	103.901745
19671	4e7ea19b6da1103ad24d20f3	Sat Feb 04 04:03:55 +0000 2012	480	1.311533	103.910027
143	4bf5cb8bbb5176b029d95ab2	Fri Feb 03 03:04:59 +0000 2012	480	1.292967	103.863479
143	4c014a71cf3aa593bcc8ccb0	Thu Oct 04 08:10:57 +0000 2012	480	1.299705	103.907824
15098	4baa46f6f964a5204f5a3ae3	Thu Mar 01 00:07:40 +0000 2012	480	1.266782	103.847955
103495	4d15a52ecc216ea89dc964d3	Mon Jun 04 05:02:49 +0000 2012	480	1.299865	103.855269
61138	4b975628f964a5200d0035e3	Wed Jul 04 07:00:31 +0000 2012	480	1.29878	103.802203
6305	4b6ed290f964a52010cc2ce3	Mon Apr 02 08:02:50 +0000 2012	480	1.309759	103.796799
64349	4b7152c1f964a5201e412de3	Sun Oct 07 11:09:44 +0000 2012	480	1.276756	103.860584
