,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
16,-0.008584764725005899,-0.004161143516787622,-0.009123563938372277,-0.002143659164632,0.0017488876865914159,0.0015878414353509456,-0.005866795032298272,-0.005105099879077783,-0.00818891175116413,0.0019123085389682187,-0.001280699503677997,-0.004014776880451288,0.001830377943373547,-0.010169236005830388,-0.0013042621926148718,-0.0009402999336085885,0.0008620948081833723,-0.004993959683598422,-0.003004414382747844,-0.008439562904938115,8.980496979012097e-05,-0.0037325698145161132,0.0006699308994636311,0.003316646479092076,0.0026270509730707834,0.005295925555719183,0.00044031280097695967,-0.004959539240389488,0.006484306449124743,0.0017861198380019077,0.004327003227502826,0.0026964103452097204,-0.007134670472344617,0.0027417014655413776,0.0004982077628598498,-0.0077483138025398884,-0.006217340057680028,-0.003863427285739809,0.004254898756882895,0.003445502593835649,0.00024812881558155815,0.00011685718431656298,-0.0036438260995265617,-0.004342571008310679,-0.0023632123881052857,7.684869541597405e-05,0.0031677235126036096,-0.0005817794282758601,-0.0009030490916506107,-0.008718049501107683
73,-0.01798435535821399,0.010726224278927412,-0.01132729790005951,-0.003273178051014306,-0.011222366269264955,0.009847834768835679,0.001067101849129819,0.004140612460708168,-0.00376674107598046,0.004928479486271303,0.001394516497693302,-0.0021468664354414245,-0.0011008090974871675,0.006548075971966521,0.0025238286126235245,0.0031661264262962782,-0.0010799695390381104,0.0004829640068778295,-0.004454529017093729,-0.0027650537071679127,0.0010492975113601572,-0.006572004418919853,-0.0002486589285504736,-0.0013704364554600831,-0.002818904859487294,-0.002110692788702127,-0.0013558599644475286,0.0033599305060665694,-0.002396575474163539,-0.0038886212654218166,-0.002194555860146867,-0.0020601103152573987,0.0017698289351202453,-0.0021546575002385614,-0.0006075206895827745,0.005337339382243372,0.000987664755857553,-0.003778963456937091,-0.00033194600190950804,0.0024974141026365615,0.005569399457073935,-0.0010968908687955159,-0.0002633487378395451,0.0003561080860458183,-0.003969700137722124,0.0010298188110726544,0.0026870417354823463,0.002164902619774983,-0.0022276891815152687,-0.0015647165321812013
126,-0.014601797403675386,0.010264943894329638,-0.013566779012937274,-0.0011189055270652871,-0.00576173969546018,0.010195048079156274,-0.001036014445086077,-0.0026784469452370103,0.0002877489080501118,0.005754069059613231,0.003781236657782937,-0.007272064544825126,-0.000567097237620363,0.0033446745724866216,-0.0003661194048464884,0.00015608965878055877,-0.00045668955102977186,0.001481358688151192,-0.0010069126080557139,-0.0020992304786316136,0.0016716333953603279,-0.0012403240172929103,-0.0006150941399809568,-0.002658754932643566,0.0018377014012905604,-0.0029028816537705186,-0.005706144669684365,0.005270185584753731,0.0034956046984114227,-0.008459124158465978,-0.00013314398241352635,-0.0003132186649626477,0.002828527107208739,-0.0002360835199657857,0.0005510658735730233,0.0022153742926028465,0.0037617930004627503,-0.0024345009970940493,-0.0036116831390606233,-0.005854468677721184,0.000429354764356115,-0.0012568281965179128,-0.0009242008223523113,0.0006700041234602624,0.0029424691579731576,-0.0004901249238104683,-0.0019683041495841026,-0.0032870722572212133,0.0020698496839074523,6.781234280063724e-05
143,-0.017296267733612775,0.01004196826745495,-0.0145777518649305,-0.003509187918638782,-0.009289847070894967,0.010805452205215059,-0.0012465006360637856,-0.0032647516254084847,-0.001705387173062353,0.005526346719724719,0.006937872891016145,-0.0048101095534161375,-0.0027465204815393367,-0.00012844723736916278,-0.002142590660917567,-0.0014262369730630713,0.0005985247455371046,0.0025208147074132943,-0.003199185578696263,-0.0014555542958636042,0.0012541515776687212,-0.0012053790171510615,-0.000566155929182171,-0.002771570792896296,0.001445993251477112,-0.005247882177888018,-0.004525314382987927,0.0060229196187518074,0.005354271282749857,-0.0065512028388936905,0.000385006496536849,0.0011964186564766995,-0.0008218122179291752,0.002644179470766899,-0.0013217785189588078,0.0008828153572999424,-0.0006308567686001634,-0.0012633334660232952,-0.004056485332909934,-0.0005138665680827311,-0.0013823837094675262,-0.0015210252360014496,0.0023699002899759147,0.00159326292986098,0.0039365527946177165,-0.00024026027970120407,-0.0033519131657519068,-0.0012647444634129104,0.004147123819187206,-0.0014831124308139795
151,-0.021869333079140994,0.01212697850778037,-0.01521212598403322,-0.003936183820802925,-0.01178575875439615,0.00709587052939832,0.0019623472989762658,0.007068926107650481,-0.00585375231768395,0.00503376213245564,-0.0024756056854892978,-0.0022444428497066403,-0.00021182905036693355,0.004885578190059614,0.005596545861799875,0.007141172104888058,-0.002173489952503112,0.005236918567246709,-0.008980203103055794,-0.007737815887035918,-5.185490436045878e-05,-0.00715611348964967,-6.0169695140424795e-05,0.0011288934326718523,-0.00890605077894505,0.005443494232561844,-0.015035120655287434,0.002012768156941496,-0.01845905180864482,0.0034030144183835437,-0.0085280151288336,-0.005132782505929518,0.006675452070977223,0.0017388502360897926,-0.00545866684145213,0.004160758587905146,-0.009029267724359096,-0.017733933772195773,0.015168100273622708,-0.01695700765866591,0.022556680879235538,-0.007106027505697863,0.010597520506051337,0.029659184515943085,-0.008565306704647136,-0.014916385349977286,-0.028057647682396516,0.011373885626381676,0.004253280990623468,0.021070256458785085
210,-0.0109035645862659,0.01217254684544148,-0.00930876911798885,0.0006445657386060973,-0.014686959413966371,0.009637893529845417,0.004504606776780346,0.007650167349127372,0.0046088250351287935,0.007904849324315425,0.00700666984687851,-0.008970403938112263,-0.01059383988840533,0.010651885180315988,0.00097617871409992,0.00851010689089238,0.002249412319677631,0.002427874760849728,0.007586183005060976,0.0027258173230509555,0.0006796451014816773,0.007521495918172564,0.0009451602015722947,-0.003972574018522595,0.00681731374680256,-0.006167667359093233,-0.0026956563390019357,0.0030717082866312173,0.006706081848867513,-0.00599223099928443,0.0030470251603499083,0.0002601055939562931,0.004419576261882058,0.00562632273315397,0.0008649726429240085,0.0027420243431724818,-0.0060352950846347415,0.003881905310358254,0.0005117605465424115,0.0018590580488200472,-0.0005895140642656733,-0.0001838242601939124,-0.002860046496829793,0.005853144884701582,-0.004633992898826491,0.00034334046995669344,0.00554999581087025,0.0041043506754117635,-0.009361291411365874,-0.005073773052920566
221,-0.0178528637640748,0.008017534467093423,-0.009982423105677181,-0.0008099743372934711,-0.012121908602514313,0.008229584157835363,-0.004388811400120822,-0.007063697140002641,-0.005524954871400132,0.007045559549992516,0.0038884713979183924,-0.017387844918356144,-0.005606662647629102,0.0054738069310102016,0.0015368869754200896,0.009697396554257505,0.0036570139209540446,0.003836412648911722,0.0010454157657259673,0.0022253683024104636,0.004395086609363224,-0.0009323034621629092,-0.0037306738478219107,-0.007069091106528216,0.004287074763457646,-0.00948328294620861,-0.009657684195803354,0.007687176418121278,0.00706223923024332,-0.012357952970265342,0.00435955424380646,-0.004390594759618935,0.005106942901397957,0.007069298283061919,0.001246023187173166,0.006701843850269194,-0.004580546720881499,0.00881121322274104,0.0014900656519970124,0.010014640851984303,0.0022721902850144893,-0.0018231295400685035,-0.00501329821632938,0.0006837530367712257,-0.0068848867424608235,0.002479333195856771,0.005113047226378752,0.004021015560408079,-0.014058308008412151,-0.004294941688665619
248,-0.00725909037762442,0.00282115561470715,-0.006102547206885859,-0.001695280978733243,-0.011414551016100649,0.0072642299376070646,-0.0006542409531648106,0.005661153939705009,0.005285511128453583,-0.0027366652353550936,-0.0020942259675950483,0.0004028262397659418,0.0018842155435999765,-0.0004040684021135651,-2.655928538476735e-05,-0.004364965934210998,0.006572125458286362,0.003073642705317929,0.0016694301144161692,-0.00569838066901437,0.0067030069344795155,0.0031831896887818054,-0.002323907279452561,0.006928395855100748,-0.0034748349175965075,-0.004415360071692875,0.0031597666198042835,-0.0014009194073154325,-0.0014077497632375166,-0.0018720242088022818,0.005211648848185736,-0.0008270013284174958,0.0006710875354975163,0.003697956466464921,-0.0011439071576616923,0.004971887498836155,-0.008761614393205105,-0.0013900524462763584,0.0043837409333029745,0.0006570453988691952,-0.00024140765247317313,-0.0025389442906420642,0.0023594514128246857,0.0009578556964803063,0.0045221013561651795,-0.002554506747083777,0.0005827982816720828,0.0011943667986450235,0.0006890577819260996,-0.00114631257284412
289,0.012507039752556143,-0.0007591605477216933,-0.00038221027766660365,-0.0002232042980070152,-0.010736842890489937,-0.008809078189045192,-0.01578575758948548,-0.0058055723478959015,-0.005832264848614509,-0.005647426236108092,0.00046289664753556485,-0.010647191829349383,0.0024676157563336965,0.02156775963150946,0.008126946928434374,0.005210422838837555,-0.004508578791214368,0.007712416495617635,-0.006740716208987707,0.00419053591967371,0.011402184291764341,0.003065836521725162,-0.003672190919681661,-0.01032433683006918,0.006266330989372447,0.0026671561592298636,-0.0006369303073026813,0.007612804903232632,-0.002769657144851521,-0.005630671075162342,0.002608714713471226,0.00736690637953051,-0.009708079071318362,0.008295454710400189,-0.004158174428800392,0.0037076883684111907,0.0002836178084575483,-0.0028458821464649444,-0.002574682641903246,-0.0060391974157459356,0.0069802904466479436,0.004981501126313255,0.00661672095613237,0.006928121389527821,0.0015132736792967765,-0.004905114508988372,-0.0019049956249996608,0.00034146348126503983,-0.0025542004628278797,0.005537495542996447
296,-0.015714511339018505,0.007356538852621734,-0.007256990387228152,-0.002455081821124612,-0.015947055324897833,0.006702224999293361,-0.002309660933600457,0.007257254190136476,-0.0009925384130597696,-0.0014224337664555445,-0.004810216761365358,-0.0025668034887185256,0.004544436921244448,0.001972758852211662,-0.0025439464843484737,0.004950749091493614,0.0007276256874743214,-0.003715348520828337,-0.005802186873328951,-0.004781440802318605,0.0032820048001456475,0.003547475926257649,-0.005013912968817659,0.0029421407070552843,0.00601902150986035,-0.0013130126656237388,-0.004841457132683786,-0.0005246196123803125,0.008797615710677,0.0006805239834768675,-0.005309035437171557,0.009896730324868031,0.00038759455995374413,0.001754701692939374,-0.0017561567661447688,-0.0012050303776605371,0.010063987194004604,0.0036983042074574977,-0.0017504639337082644,0.001337550116526561,-0.0011501830652888238,-0.007357284957071596,-0.009226770786960777,-0.001957950940803283,0.0083885338598428,-0.0010353390140565198,-0.0042240353544794355,-0.00700180234008522,0.003065127201924475,-0.005678832961139548
