4a5eb95bf964a52019bf1fe3,Lucasfilm Animation Singapore,1.335005,103.964682,Office,SG
4a5f059ff964a52031bf1fe3,Citadines Singapore Mount Sophia,1.302169,103.849513,Hotel,SG
4a73e804f964a52099dd1fe3,Buddha Tooth Relic Temple & Museum,1.281391,103.844348,Temple,SG
4ac7f7f1f964a520e9ba20e3,New Majestic Hotel,1.279386,103.840514,Hotel,SG
4ac8148ff964a5208bbb20e3,Sri Mariamman Temple,1.282644,103.845286,Temple,SG
4afa194af964a520b71622e3,Clarke Quay Central,1.288970,103.846958,Mall,SG
4afa7ee1f964a520fc1722e3,MIndshare Singapore,1.302790,103.863908,Coworking Space,SG
4b05880af964a52089ad22e3,Broadway Hotel,1.309037,103.853343,Hotel,SG
4b05880af964a5208aad22e3,Carlton Hotel,1.295568,103.852641,Hotel,SG
4b05880af964a5208dad22e3,Berjaya Hotel,1.278640,103.843316,Hotel,SG
4b05880af964a5208ead22e3,Fortuna Hotel,1.311557,103.855016,Hotel,SG
4b05880af964a52092ad22e3,Hotel Grand Central,1.301201,103.841561,Hotel,SG
4b05880af964a52093ad22e3,Hotel Miramar,1.288553,103.837152,Hotel,SG
4b05880af964a52094ad22e3,Hotel Royal,1.317065,103.841629,Hotel,SG
4b05880af964a52095ad22e3,Hotel Bencoolen,1.298828,103.850206,Hotel,SG
4b05880af964a52097ad22e3,Hilton Singapore Orchard,1.302369,103.836164,Hotel,SG
4b05880af964a52098ad22e3,Naumi Hotel,1.295789,103.855183,Hotel,SG
4b05880af964a52099ad22e3,Hangout @ Mt. Emily,1.303449,103.847913,Hostel,SG
4b05880af964a5209aad22e3,Orchard Rendezvous Hotel,1.306909,103.827788,Hotel,SG
4b05880af964a5209bad22e3,Oxford Hotel,1.297763,103.851997,Hotel,SG
4b05880af964a5209cad22e3,Park View Hotel,1.297174,103.856729,Hotel,SG
4b05880af964a5209ead22e3,RELC International Hotel,1.312886,103.825948,Hotel,SG
4b05880af964a5209fad22e3,Robertson Quay Hotel,1.291187,103.841838,Hotel,SG
4b05880af964a520a0ad22e3,Quality Hotel Marlow,1.319991,103.852526,Hotel,SG
4b05880af964a520a2ad22e3,Bayview Hotel,1.298523,103.850138,Hotel,SG
4b05880af964a520a6ad22e3,M Hotel Singapore,1.273687,103.845069,Hotel,SG
4b05880af964a520a7ad22e3,Copthorne King's Hotel,1.288628,103.836572,Hotel,SG
4b05880af964a520a9ad22e3,Peninsula Excelsior Hotel,1.292064,103.850172,Hotel,SG
4b05880af964a520abad22e3,N/A,1.301939,103.857872,Hotel,SG
4b05880af964a520acad22e3,InterContinental Singapore,1.298120,103.855013,Hotel,SG
4b05880af964a520adad22e3,Novotel Singapore Clarke Quay,1.291378,103.845071,Hotel,SG
4b05880af964a520aead22e3,Rendezvous Hotel Singapore,1.298304,103.849345,Hotel,SG
4b05880af964a520afad22e3,Paradox Singapore Merchant Court at Clarke Quay,1.288833,103.845960,Hotel,SG
4b05880af964a520b0ad22e3,PARKROYAL on Kitchener Road,1.310644,103.855766,Hotel,SG
4b05880bf964a52000ae22e3,Que Pasa Wine & Tapas,1.301838,103.839098,Wine Bar,SG
4b05880bf964a52004ae22e3,Ice Cold Beer,1.301884,103.839104,Bar,SG
4b05880bf964a52005ae22e3,Delifrance,1.305121,103.834994,Caf,SG
4b05880bf964a520b3ad22e3,Gateway Hotel,1.314700,103.898146,Hotel,SG
4b05880bf964a520b6ad22e3,Amara Singapore Hotel,1.274974,103.843567,Hotel,SG
4b05880bf964a520b7ad22e3,Orchard Hotel Singapore,1.307516,103.827931,Hotel,SG
4b05880bf964a520b9ad22e3,Hotel Jen Tanglin Singapore,1.303835,103.823831,Hotel,SG
4b05880bf964a520baad22e3,York Hotel,1.307077,103.835531,Hotel,SG
4b05880bf964a520bbad22e3,PARKROYAL on Beach Road,1.300151,103.860437,Hotel,SG
4b05880bf964a520bfad22e3,Raffles Hotel,1.294724,103.853977,Hotel,SG
4b05880bf964a520c0ad22e3,Royal Plaza On Scotts,1.306766,103.832345,Hotel,SG
4b05880bf964a520c1ad22e3,Sheraton Towers Singapore,1.311657,103.836679,Hotel,SG
4b05880bf964a520c2ad22e3,Singapore Marriott Tang Plaza Hotel,1.305344,103.832622,Hotel,SG
4b05880bf964a520c5ad22e3,Pan Pacific Singapore,1.291986,103.858971,Hotel,SG
4b05880bf964a520c6ad22e3,"The Ritz-Carlton, Millenia Singapore",1.290806,103.860090,Hotel,SG
4b05880bf964a520c7ad22e3,Conrad Centennial Singapore,1.293339,103.858818,Hotel,SG
4b05880bf964a520c8ad22e3,Swissôtel The Stamford,1.293223,103.853411,Hotel,SG
4b05880bf964a520c9ad22e3,Goodwood Park Hotel,1.308280,103.834360,Hotel,SG
4b05880bf964a520caad22e3,South East Asia Hotel,1.301038,103.853122,Hotel,SG
4b05880bf964a520ccad22e3,Hotel Supreme (原首酒店),1.301340,103.842399,Hotel,SG
4b05880bf964a520cdad22e3,Pasir Panjang Inn,1.291936,103.770185,Hotel,SG
4b05880bf964a520cead22e3,Concorde Hotel,1.300690,103.842235,Hotel,SG
4b05880bf964a520cfad22e3,Shangri-La's Rasa Sentosa Resort & Spa,1.257147,103.810029,Resort,SG
4b05880bf964a520d0ad22e3,Four Seasons Hotel Singapore,1.304642,103.828568,Hotel,SG
4b05880bf964a520d1ad22e3,Grand Hyatt Singapore,1.306353,103.833297,Hotel,SG
4b05880bf964a520d2ad22e3,Grand Copthorne Waterfront Hotel,1.290497,103.835232,Hotel,SG
4b05880bf964a520d4ad22e3,N/A,1.311626,103.880850,Hotel,SG
4b05880bf964a520d6ad22e3,Hotel 81 - Opera,1.311677,103.900701,Hotel,SG
4b05880bf964a520d7ad22e3,Hotel 81 - Geylang,1.312022,103.879702,Hotel,SG
4b05880bf964a520d9ad22e3,Hotel 81 - Gold,1.311971,103.881134,Hotel,SG
4b05880bf964a520daad22e3,Hotel 81 - Palace,1.311911,103.880324,Hotel,SG
4b05880bf964a520dbad22e3,Hotel 81 - Hollywood,1.310105,103.877253,Hotel,SG
4b05880bf964a520ddad22e3,Hotel 81-Joo Chiat,1.309578,103.902422,Hotel,SG
4b05880bf964a520dead22e3,YMCA International House,1.297813,103.847896,Hotel,SG
4b05880bf964a520dfad22e3,YWCA Fort Canning Lodge,1.297408,103.845105,Hotel,SG
4b05880bf964a520e1ad22e3,Lloyd's Inn,1.297152,103.840363,Hotel,SG
4b05880bf964a520e4ad22e3,Victoria Hotel,1.297078,103.852505,Hotel,SG
4b05880bf964a520e5ad22e3,Costa Sands Resort (Sentosa),1.255161,103.813959,Resort,SG
4b05880bf964a520e6ad22e3,Aranda Country Club,1.376194,103.953809,Resort,SG
4b05880bf964a520e7ad22e3,Shangri-La Hotel,1.311324,103.826525,Hotel,SG
4b05880bf964a520e8ad22e3,The Fullerton Hotel,1.286279,103.852837,Hotel,SG
4b05880bf964a520eaad22e3,The Scarlet,1.280542,103.845422,Hotel,SG
4b05880bf964a520ecad22e3,Holiday Inn Singapore Atrium,1.289045,103.834615,Hotel,SG
4b05880bf964a520edad22e3,Hotel Royal @ Queens,1.297813,103.852176,Hotel,SG
4b05880bf964a520eead22e3,The St. Regis Singapore,1.305672,103.825865,Hotel,SG
4b05880bf964a520efad22e3,Siloso Beach Resort,1.254469,103.814633,Resort,SG
4b05880bf964a520f1ad22e3,Big O Gaming Cafe,1.300502,103.849832,Gaming Cafe,SG
4b05880bf964a520f2ad22e3,Tea Chapter,1.280357,103.843452,Tea Room,SG
4b05880bf964a520f3ad22e3,Bobby's,1.295087,103.852086,American Restaurant,SG
4b05880bf964a520f4ad22e3,Brewerkz Restaurant & Microbrewery,1.289637,103.844045,Gastropub,SG
