5	350
6	252
7	194
8	183
9	126
10	123
11	117
12	108
13	88
14	69
15	63
16	72
17	57
18	48
19	49
20	42
21	43
22	41
23	27
24	33
25	38
26	31
27	34
28	29
29	32
30	21
31	22
32	34
33	48
34	33
35	28
36	35
37	29
38	28
39	33
40	24
41	33
42	37
43	25
44	31
45	29
46	30
47	21
48	26
49	32
50	27
51	32
52	33
53	29
54	27
55	32
56	26
57	17
58	29
59	28
60	39
61	32
62	31
63	22
64	20
65	36
66	34
67	26
68	26
69	20
70	26
71	27
72	23
73	24
74	23
75	28
76	20
77	29
78	19
79	23
80	24
81	15
82	16
83	12
84	5
85	30
86	17
87	10
88	11
89	12
90	13
91	19
92	15
93	15
94	17
95	12
96	14
97	15
98	11
99	13
100	13
101	11
102	11
103	14
104	15
105	14
106	20
107	9
108	10
109	11
110	14
111	11
112	13
113	10
114	11
115	9
116	11
117	8
118	7
119	3
120	9
121	11
122	9
123	10
124	13
125	11
126	17
127	13
128	11
129	4
130	7
131	11
132	12
133	7
134	6
135	8
136	11
137	7
138	5
139	6
140	7
141	9
142	3
143	4
144	7
145	7
146	5
147	9
148	6
149	4
150	6
151	6
152	7
153	9
154	4
155	6
156	8
157	5
158	2
159	5
160	7
161	5
162	9
163	3
164	2
165	3
166	5
167	2
168	5
169	7
170	3
171	2
172	1
173	1
174	8
175	6
176	3
177	4
178	1
179	6
180	4
181	3
182	3
183	2
184	4
185	4
186	3
187	2
188	6
189	3
190	2
191	2
192	4
193	4
194	8
196	4
197	3
198	1
199	2
200	442
