4860	12
2400	4
89399	5
18034	14
133026	11
8127	16
47167	10
11135	17
29031	5
182072	10
50041	16
79974	2
119692	15
46019	15
138678	7
14388	4
125224	7
113460	15
59831	19
60881	9
228249	1
255377	14
26147	5
3785	9
105599	1
131069	7
20682	16
72795	15
95096	16
118944	9
99819	8
37073	9
90632	8
144520	11
110150	4
134846	14
85430	7
192111	14
31536	16
171635	8
60596	1
66067	8
215871	1
77124	3
1164	14
147802	16
174670	4
20633	8
209590	18
41798	15
160998	15
147570	4
120026	15
105568	10
234093	9
98887	14
157878	1
1304	17
16460	8
117085	1
41964	13
5427	1
912	4
64349	16
19626	9
77191	4
81557	9
4400	5
170161	10
4047	14
19044	10
15681	11
125515	18
29055	14
198613	16
574	14
1470	4
2371	1
179676	5
1410	15
164832	13
221	14
23888	17
16045	4
152473	4
130068	9
175962	13
166789	14
16892	11
76165	16
123439	8
181371	4
31086	11
155118	8
46106	14
170494	10
122487	17
126	14
111347	5
60853	1
132207	10
78571	4
204187	8
64278	1
13358	5
162892	19
219530	1
86902	11
13131	1
68293	18
44677	13
107741	18
244459	10
3559	7
4876	15
243608	9
3606	4
126928	17
15439	1
2978	3
10585	11
39182	16
121067	14
75866	14
78848	8
16621	1
136436	1
38520	13
227953	10
20159	10
246054	1
22320	17
94114	17
145197	8
2252	8
87863	13
27760	10
4687	16
161879	10
231218	2
12763	2
245966	9
212899	1
9234	2
119018	1
6541	7
255389	1
169014	9
216053	13
79003	5
2770	5
24045	5
79653	14
52170	5
6909	4
10748	5
8253	14
51236	14
196928	9
1997	16
161989	18
197056	4
4402	16
80339	2
238028	11
113421	9
104049	1
8568	5
19386	16
5354	5
38532	16
14106	15
4029	16
225670	9
75575	9
63023	5
9111	4
33298	8
74407	4
89526	13
89325	8
49984	7
195938	18
29651	5
190754	9
10071	8
310	17
150369	1
236643	1
160757	1
122278	11
245270	11
249329	7
241179	9
102166	19
56776	16
190717	8
7179	11
238369	7
244732	11
165989	2
122631	16
238886	11
67265	5
7659	15
82742	16
49530	11
118368	14
105198	2
72276	14
241640	6
44382	19
75820	9
249567	9
83197	11
61491	11
20509	1
248418	6
100788	13
141897	9
84093	4
41534	7
197408	1
34492	15
145229	4
97286	4
65349	11
235091	15
19671	1
163814	8
16524	4
100253	7
194276	2
8173	8
94912	18
110626	9
215706	16
142749	9
11160	9
14948	4
209842	2
40776	14
179441	14
77211	15
216264	10
83280	9
178914	15
46216	19
109825	7
4068	1
10672	2
208037	18
192258	12
70277	3
115263	3
96121	3
188256	4
189330	15
254976	18
4865	1
78704	9
94860	12
186395	14
89442	2
10032	13
85064	10
101414	7
213352	7
152374	4
131923	9
121554	4
108848	3
56295	16
28039	5
91238	16
63847	9
47349	3
15098	19
55151	16
231612	9
142283	7
112206	19
237665	1
39625	1
174534	8
163330	19
73	17
121338	4
103458	4
44634	11
107935	18
14144	8
150355	11
22080	14
88495	8
31561	14
119660	2
4264	18
68446	14
238494	14
119033	16
11922	10
234374	17
249825	18
75687	19
238389	11
205351	2
64258	18
85101	10
54926	19
13904	15
45950	10
100822	15
44010	9
47967	14
37184	4
229001	18
112117	8
7973	19
241433	11
43932	10
145438	2
80103	13
69808	10
46509	16
6305	13
63073	18
102137	7
12443	16
256620	19
256183	1
265707	7
105124	18
13547	10
25572	1
114754	10
44312	8
37772	18
62656	7
69222	7
106370	9
28903	11
83156	9
255445	10
78074	11
47227	8
69071	13
154961	9
159969	2
50828	8
53428	17
193511	18
98846	16
7177	1
70870	5
30666	16
41640	15
174198	10
56351	16
53658	18
102842	13
162054	19
164055	19
18733	1
19441	14
227594	2
108728	14
118864	14
32251	7
244922	9
135827	10
119916	1
33914	10
185935	8
9975	9
16510	7
96216	4
106936	13
95766	1
37636	4
98121	14
233489	15
74138	16
197208	19
27201	8
98776	4
154310	13
156078	10
255602	19
183893	13
72289	13
59403	4
142319	4
37970	12
210	1
215286	14
37170	13
50042	9
63022	6
121218	9
124238	2
19787	1
156235	18
53505	10
57107	2
13869	15
95782	15
141950	16
265005	18
123717	11
261005	16
261186	2
39397	14
26131	14
86536	18
14174	18
81706	7
232144	14
39191	14
174879	14
166153	13
127996	13
34497	9
1256	7
76341	14
55371	14
126476	10
141764	18
