user_id,cluster
21418,0
49530,0
82310,2
74138,0
56776,0
198384,0
105049,0
174198,0
72021,0
203821,0
126,4
4678,2
64094,0
122278,0
126476,0
38192,4
198469,0
38475,4
24592,2
23956,0
37027,0
56817,0
1054,4
148499,0
136926,0
2967,4
259148,0
33397,0
912,4
41607,0
140074,0
34402,0
221155,0
37295,0
4441,4
18563,0
12763,4
49984,0
259162,3
159705,0
201191,0
234049,0
52987,0
259167,0
79974,0
1865,2
240807,0
12764,2
7532,4
34664,0
71426,0
21942,2
221167,0
93761,3
47580,0
61854,3
4876,0
35446,0
119623,0
14922,0
135375,0
237343,0
76341,0
22080,2
41936,2
117018,0
57358,0
20633,2
34662,0
255377,2
76342,0
122331,2
141764,0
21292,4
3955,4
23632,2
167825,0
12443,2
169979,0
22634,4
190717,0
150355,0
106250,0
10665,4
248000,0
67694,0
13904,2
5221,4
31536,0
12830,4
255389,0
123717,2
3671,3
12304,2
105124,0
19370,0
195938,0
48792,0
39404,0
16222,0
45986,0
10351,4
126525,0
79241,0
44634,0
2820,0
183486,0
234093,0
155914,0
31086,2
67708,0
259232,0
176562,2
4047,4
9446,2
212275,0
46405,0
138564,0
412,4
33177,2
86536,2
206604,0
5354,2
41323,4
135418,0
437,4
28416,3
59342,0
4029,2
110957,0
30666,2
190754,0
467,4
77081,0
119660,0
115804,0
46019,2
10887,0
143,4
259256,0
172138,0
50817,0
84027,0
154135,0
19031,4
112117,2
5287,4
115810,2
118349,0
40055,0
218177,0
90135,2
85698,2
78498,0
4215,0
218184,2
7179,2
27760,4
78501,2
60853,0
59347,2
244491,0
178865,0
377,4
127996,0
2391,4
248072,0
73,5
37636,2
140146,0
240909,0
174351,0
117078,0
63554,2
204008,0
234135,0
181170,0
227594,0
240920,0
96714,2
201311,0
15783,2
117085,0
82417,0
215286,0
129438,0
123770,0
100781,2
117088,0
42910,0
161739,0
198613,0
119692,0
48739,0
193360,0
118368,2
3797,2
193361,0
26471,2
53467,0
234158,0
2400,4
101860,2
110989,3
70870,0
75687,0
14144,2
68967,0
98734,0
63022,0
11063,2
161755,0
150430,0
138603,2
41964,0
16510,0
170058,0
255497,0
4978,2
97704,0
196036,2
48815,2
2108,0
115846,0
77805,0
7973,0
41001,0
96736,0
185934,0
53042,2
150435,0
71476,0
109825,2
185935,2
82433,0
224441,0
72795,2
95750,0
19030,0
91049,0
178914,0
145144,2
36819,2
152322,0
14847,0
132329,0
53476,0
15439,2
19626,2
138623,0
73526,0
77808,0
27989,0
99693,0
84059,0
125208,0
92882,0
157878,0
84885,0
20509,0
44304,2
99784,2
201357,0
237516,0
130907,0
14388,2
263249,0
68331,2
115870,0
121067,2
83280,0
87480,0
102900,2
24939,2
198649,0
92890,0
85692,0
84064,0
100822,0
1402,4
263258,2
101905,0
50042,0
114600,0
24615,0
17745,4
4667,4
56325,0
95766,2
50828,0
11915,4
15098,0
45019,2
159845,0
13322,2
16135,2
201374,0
21033,0
33690,2
237442,0
121082,0
26826,2
9975,0
248188,0
123725,0
221362,0
60881,0
65914,0
104049,0
64150,2
163839,0
7050,2
56334,0
141897,0
51280,0
24468,0
19503,0
114613,0
126532,0
156033,0
51697,0
67113,0
4095,0
11431,2
227689,0
36271,2
19261,4
95782,0
83156,0
148677,0
37970,0
2768,4
209590,0
104055,0
77124,2
150491,0
19044,0
172258,0
29651,2
145185,0
45032,2
108728,0
125255,0
132372,0
16,2
237604,0
263321,0
55363,2
251854,0
212439,0
42943,2
145197,0
89325,0
38520,2
221402,0
99819,2
12517,2
234251,2
3785,4
106370,2
212239,0
174465,0
78564,0
186027,0
84093,2
91098,0
165956,0
56351,2
112206,0
23222,2
121116,0
2126,2
128076,0
10194,2
32251,0
138678,0
96788,0
53035,2
51288,0
75741,0
64208,0
10071,2
30892,0
44677,2
37305,0
156078,0
26489,0
104079,0
56896,2
54926,2
141931,0
28443,2
150427,2
248,6
20504,2
53505,2
255636,0
54415,0
1410,4
161879,0
4860,2
54464,0
24144,2
74283,2
170161,2
145229,0
150528,2
60896,0
188471,2
59403,2
70277,2
63073,0
170166,0
88356,0
186055,2
4400,2
215458,0
80836,0
100835,2
212484,0
150541,0
141950,0
2746,2
8173,2
125224,0
234307,0
55371,2
237691,2
58434,0
157991,0
174313,0
154286,0
78426,0
10672,0
231043,0
251944,0
146995,0
241154,0
141969,0
174532,0
27201,2
174534,0
113460,0
263427,0
31561,2
93919,2
13554,2
76462,0
45041,0
98846,0
22906,2
241179,0
224644,0
94860,0
67789,2
51236,2
109775,0
41640,2
34376,0
234374,0
147028,0
181371,0
59831,0
4687,4
8796,2
176806,0
29462,0
44312,0
98887,0
63113,0
212610,0
106453,0
248418,0
179128,0
191115,0
154382,0
65412,0
134059,0
36060,2
135576,0
31525,2
47967,0
322,2
80103,0
75686,0
241143,0
41692,2
68427,0
23237,2
25462,2
121211,0
94759,0
5607,0
8273,2
91183,0
121213,2
23679,2
2317,2
188599,0
59443,0
204298,0
52170,2
49649,0
172431,2
78571,2
34492,2
128194,0
206766,0
132499,0
255839,0
201430,0
204095,0
67085,0
181433,0
29031,2
95885,0
137248,0
121218,2
1011,4
61979,0
201609,0
193663,0
51677,0
40340,0
89399,2
11922,2
81706,2
29055,2
9318,2
23519,2
227953,0
15259,0
196302,0
174642,0
58923,0
201230,0
101864,0
231218,0
140390,0
163814,0
94912,0
107530,2
37073,0
164055,0
69692,0
150404,0
64258,2
206976,0
9234,2
74343,0
84995,2
154420,0
23992,2
2770,4
37715,0
30288,2
241341,0
215409,0
131069,2
1997,4
15681,2
186243,0
193368,2
44010,2
27362,0
34497,2
73636,0
37378,2
157990,0
209842,0
111152,2
6147,0
47295,0
123988,0
224175,0
75820,0
114754,0
168228,2
188354,2
148889,0
176906,2
310,4
888,4
34229,0
130797,0
23686,2
75704,0
48070,0
18246,0
85783,2
207010,0
2062,0
128235,0
183893,0
72908,2
193721,0
10957,0
76266,0
140431,0
227585,0
162054,0
56295,0
53918,2
166153,0
2252,4
108848,0
28039,0
984,4
38263,0
145403,0
3544,0
88495,2
24118,0
215706,2
115688,0
209891,2
20385,2
105198,2
6845,0
118605,0
228036,0
44382,2
179236,2
98776,2
204187,0
12390,0
28042,0
62004,2
195978,0
45086,2
201693,0
80154,0
143564,2
191064,0
188274,0
122631,2
66005,0
4774,2
234595,0
122487,0
31380,2
100989,0
69723,2
188703,0
106404,0
121270,0
7076,0
159969,2
255445,0
3606,0
18252,0
209888,0
4264,0
31511,0
165989,2
126794,0
259818,0
145438,0
89442,2
3172,0
55918,2
132593,0
86754,0
119932,0
53428,2
24008,2
77891,0
85872,0
91238,0
238028,0
164172,0
89315,0
259878,0
47153,2
241565,0
85890,0
160042,0
99727,0
41303,0
86707,2
174407,0
199131,0
22620,0
147131,0
91257,0
13826,2
55783,0
212442,0
212858,0
241598,0
22809,0
207076,0
221847,0
263302,0
74407,2
204504,0
31758,0
138816,0
61491,2
154193,0
156352,0
41716,2
124075,0
244730,0
85064,0
52185,0
234298,0
41416,0
174442,0
111241,0
98971,0
146894,2
40405,0
11546,2
245136,0
11135,2
138926,0
42300,0
135827,2
19071,2
87514,0
179347,2
241640,0
36087,0
166303,0
17272,2
20528,0
65359,0
84069,0
58342,0
251770,0
10585,0
46062,0
125515,0
152304,0
116092,0
125516,0
85007,0
72738,2
158281,0
16143,0
263879,0
78704,0
16524,2
193901,0
46881,0
29890,0
160232,0
256183,2
107741,2
181559,0
1495,0
224842,0
74946,0
221440,0
157873,0
170494,2
218768,0
48098,0
16045,2
53601,0
7659,2
59931,0
53057,0
188795,0
184060,2
17488,2
112098,0
46106,0
114855,2
50849,0
67045,0
215871,0
148763,0
11061,0
72947,0
45424,0
170401,0
4068,4
244459,0
154566,2
78593,0
121338,2
117331,0
174836,0
27976,0
46509,2
43932,0
21990,0
36853,0
48933,2
57367,0
128238,0
4041,2
159859,0
157944,0
263575,0
91021,0
156235,0
34417,0
256220,0
138849,0
55462,0
193935,2
215831,0
210119,0
140551,0
51305,2
68453,0
135852,0
199195,0
120026,0
13173,0
179388,0
110087,0
207233,0
6305,4
43891,0
32094,2
119916,0
140557,0
228249,0
11655,0
121168,0
2736,4
234163,0
161989,0
12934,0
113421,0
164312,2
39191,2
14139,0
58006,2
42375,0
126928,0
99807,0
210163,0
201901,0
212933,0
142250,0
221305,0
152473,0
150406,0
174870,2
65349,2
39397,0
188256,0
196565,0
204615,0
67265,2
218206,0
53624,0
63734,0
179429,0
72791,2
62409,0
137464,0
70133,0
143888,0
174879,0
61928,2
252556,0
179441,0
140609,0
245270,0
51792,0
180961,0
80240,0
85101,2
172378,0
185841,0
59952,0
238295,0
14174,4
126674,0
199279,0
101081,0
149113,0
30313,0
156452,2
93959,0
174756,0
132207,0
237665,0
75866,0
90407,0
143461,0
13323,0
210217,0
47727,2
105475,0
89526,0
40774,2
154310,0
142283,0
14852,0
201784,0
179397,0
30720,0
40775,2
11195,2
91194,2
162282,0
248440,0
231609,0
16621,0
18823,2
241828,0
31774,0
154158,0
62621,2
18733,0
179335,2
19522,0
80219,2
67874,0
5427,0
800,2
66067,0
264102,0
110150,0
156472,0
63664,0
68446,0
125172,0
259218,0
245177,2
145604,0
44271,0
164380,0
102137,0
139020,0
260177,0
48415,0
135491,0
114740,0
95038,0
77773,0
212899,0
212913,0
142110,0
47349,2
57001,0
59856,0
59018,0
41738,0
44035,0
249015,0
193664,0
48380,0
260238,0
67281,0
77191,2
216053,0
142319,0
252664,2
259687,0
58421,0
100081,0
23635,0
26131,0
105493,0
99041,0
27836,0
50041,2
204520,0
64278,2
196319,0
68293,0
150932,0
13547,0
213103,0
20682,2
162212,0
50570,0
172443,0
72289,0
193511,0
47626,2
210292,0
78479,0
107828,0
181822,0
238389,0
8253,0
152374,0
62076,2
156521,0
122616,0
218421,0
221896,0
57517,0
43668,0
13409,0
83197,0
86730,0
42025,0
105413,0
212595,0
122431,0
98033,0
252729,0
150926,0
225281,0
39182,0
25478,2
196661,0
95058,2
111347,2
209574,0
244922,2
150957,0
202028,0
113557,0
122764,2
40776,0
174983,0
221876,0
90256,0
199386,2
86739,0
24323,0
105512,0
139083,0
70438,0
28891,2
118695,0
45021,4
89553,0
2877,2
184272,0
224598,0
107485,0
31623,2
260347,0
76631,0
53658,0
238460,0
185906,0
10474,0
209386,0
212882,0
170699,0
248210,0
142258,0
41081,2
48954,0
164225,0
240964,0
174478,0
60380,0
168398,0
78766,2
19386,2
216140,0
249134,0
81858,2
64335,0
135822,0
234818,0
58912,0
107428,0
186656,0
194150,0
260366,0
17593,0
33914,0
85717,0
31165,0
181228,2
162184,0
252814,0
60830,0
218285,2
64349,2
24999,0
221956,0
121464,0
74478,0
147391,0
109811,0
81046,0
150369,0
53390,0
125637,0
43391,2
24109,0
80292,0
118435,2
28616,0
100788,2
117522,0
99087,2
207520,0
25572,0
238369,0
102166,0
19787,0
172886,0
188359,0
256594,0
112416,0
238510,0
124238,0
191217,0
147368,0
221,1
102842,0
39863,2
86879,0
104441,2
95044,0
7541,2
90419,2
256620,0
170694,2
354,4
129909,2
191607,0
111371,0
256587,0
32945,2
8127,0
77211,2
101029,0
191377,0
228596,0
264394,2
127046,0
57025,0
225420,0
166540,0
116260,0
174670,0
26711,2
65506,0
91936,0
225447,0
156608,0
29903,2
222303,0
202129,0
81882,0
140757,0
248637,0
186760,0
81821,0
58552,0
224795,0
70461,0
218744,0
166559,0
139145,0
74228,0
62654,0
85731,2
22156,0
40460,0
37968,0
10082,0
168665,0
216264,0
50117,0
8139,2
204737,0
46391,0
104443,0
241433,0
86901,2
61930,0
97963,0
225481,0
245598,0
95096,0
207522,0
105568,0
210,4
27038,2
179676,0
62656,0
186395,0
237558,0
94114,0
107384,0
256717,0
118864,2
1470,4
28002,0
124258,0
17702,2
156649,0
161866,0
18473,0
186796,0
119723,0
228676,0
231755,0
219221,0
47167,0
106718,0
235239,0
105544,0
122793,0
105225,0
235091,0
99113,0
31581,2
164571,0
199541,0
194276,0
238494,0
264523,0
196854,0
97027,0
46185,2
58515,0
191669,0
67190,0
139174,0
30095,0
149290,0
199184,0
249329,0
213330,0
86902,0
256639,0
82742,0
202218,2
213336,0
92897,2
35300,0
245690,0
99937,0
26147,0
86904,0
78074,2
36653,0
4813,0
162161,2
35841,0
235241,0
196928,0
27066,0
189223,0
156213,0
10968,0
53989,0
140638,0
38532,2
213352,0
210529,0
77930,0
106609,0
105592,2
2941,4
140817,0
2234,0
115048,0
34530,0
18739,0
132877,0
25961,4
101196,0
3842,2
93224,0
1772,2
186852,0
35789,2
69808,0
166609,0
177434,0
107935,0
70484,0
118400,0
19671,4
44366,0
66605,0
176875,0
210546,0
34987,0
249389,0
105599,0
30328,2
140823,0
149309,0
6601,0
225576,0
156674,0
91420,0
8876,0
48148,2
179735,0
235078,0
97082,0
33443,0
37772,0
7153,0
34282,0
81913,0
73775,0
196885,0
