userId,timestamp,poiId,poiCategories,poiSubcategories,eventType,duration,referrer,transactionId,amount,currency,paymentMethod,rating,reviewText,userLongitude,userLatitude
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-15T02:04:00,4e85c5ebd22dbc5f8e196274,Temple,,view,511,ad,,,,,,,103.903447,1.31981
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-02T13:45:00,4bd70dc17b1876b0c57d8d86,Subway,,view,340,recommendation,,,,,,,103.791919,1.276068
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-27T14:49:00,4cec66e23b03f04de6a22edc,Bus Station,,view,345,friend,,,,,,,103.85479,1.304685
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-24T09:29:00,4f4a5f00e4b07165fb2a3680,General Entertainment,,view,184,search,,,,,,,103.837355,1.303125
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-04T15:45:00,4dd66d568877f1150fcfb9c6,Caf,,view,132,ad,,,,,,,103.847027,1.299275
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-19T12:55:00,4dec2245fa76cc1b8b11ada5,Coffee Shop,,view,96,ad,,,,,,,103.878665,1.317145
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-01T18:01:00,4dbf887d1e72dd48b1f4de80,Drugstore / Pharmacy,,view,458,ad,,,,,,,103.92981,1.324212
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-14T20:34:00,4b84b068f964a5201f4131e3,Chinese Restaurant,,view,124,recommendation,,,,,,,103.852165,1.296087
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-06T19:19:00,4ceb4d5b678aa093e226f8ea,Cupcake Shop,,view,79,search,,,,,,,103.87927,1.355629
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-28T04:53:00,4c7924b4df08a1cd9d8ad95d,Gas Station / Garage,,view,25,friend,,,,,,,103.883727,1.311014
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-29T13:31:00,4e74a44c45ddd4323f5b8297,Dim Sum Restaurant,,view,561,search,,,,,,,103.830426,1.294495
045711db-433b-42ee-8007-c0c192d3c85c,2024-04-25T10:43:00,4f8d17bfe4b021fa8ae45c74,Food Court,,view,522,friend,,,,,,,103.80425,1.286383
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-09T15:40:00,4c4fd4023a6f2d7f6c638976,Capitol Building,,view,265,ad,,,,,,,103.777666,1.283327
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-31T02:52:00,4d01c9df3c89b60cc865638f,Chinese Restaurant,,view,123,recommendation,,,,,,,103.843961,1.282431
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-06T19:34:00,4c8e00844e95236a41f377ca,Salon / Barbershop,,view,307,friend,,,,,,,103.857883,1.294753
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-18T14:01:00,4f606da2e4b0ba0ce035b36c,Temple,,view,572,search,,,,,,,103.892545,1.35865
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-04T09:07:00,510e6150e4b0056833d41924,Ice Cream Shop,,view,566,friend,,,,,,,103.955943,1.345727
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-30T12:45:00,4cb83ca19552b60c4fafca8b,Caf,,view,337,friend,,,,,,,103.949848,1.372271
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-13T08:27:00,50f64a59e4b07eb720255b96,Campaign Office,,view,257,search,,,,,,,103.814638,1.290762
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-17T02:48:00,4ce89cc3678aa093f1ede9ea,Bakery,,view,54,recommendation,,,,,,,103.821788,1.264055
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-06T16:58:00,4c0c52f9b1b676b09d03df86,Caf,,view,347,search,,,,,,,103.84699,1.279693
045711db-433b-42ee-8007-c0c192d3c85c,2024-04-30T01:43:00,4c1e1ad3b9f876b08d8c7e46,Spa / Massage,,view,322,ad,,,,,,,103.918894,1.315541
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-20T01:51:00,502b59afe4b0a20ae1a632e4,Food Court,,view,532,ad,,,,,,,103.892128,1.319176
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-16T11:18:00,50015e72e4b034c2937bf21e,Basketball Court,,view,118,friend,,,,,,,103.847833,1.338919
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-13T06:04:00,4c46d2991ddec928d5699b32,Optical Shop,,view,286,recommendation,,,,,,,103.893674,1.372615
045711db-433b-42ee-8007-c0c192d3c85c,2024-04-17T18:43:00,4b9c9134f964a5209a7036e3,Caf,,view,450,friend,,,,,,,103.848032,1.331956
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-14T20:36:00,4bb30846a32876b0804301fe,Dessert Shop,,view,126,search,,,,,,,103.849023,1.282985
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-07T14:03:00,4ba86ce0f964a5209bda39e3,Bank,,view,426,ad,,,,,,,103.853801,1.294361
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-18T17:21:00,4e3e8f4618a83d5b28530c9f,Tea Room,,view,347,friend,,,,,,,103.849708,1.325844
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-13T04:56:00,4b1bf2cbf964a5207dff23e3,Coworking Space,,view,242,friend,,,,,,,103.807677,1.266805
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-05T05:28:00,50c19920e4b0f5b29d8683ab,Fast Food Restaurant,,view,408,ad,,,,,,,103.84484,1.285662
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-17T02:25:00,4e02c5841f6edc1602335c05,Scenic Lookout,,view,595,friend,,,,,,,103.899211,1.368639
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-23T20:28:00,4f924bc4e4b01cffa0d4cbaf,General Travel,,view,542,search,,,,,,,103.846924,1.337452
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-25T08:26:00,4cc2a798b2beb1f74c55114c,Chinese Restaurant,,view,265,ad,,,,,,,103.832662,1.304
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-18T14:04:00,4c2ec553ed37a593e7476603,Bus Line,,view,90,ad,,,,,,,103.845971,1.309774
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-19T07:12:00,50c6b4cfe4b0860fb52ca6f0,Assisted Living,,view,356,friend,,,,,,,103.824895,1.280422
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-25T05:29:00,4eeafe475c5c3866f4b553c0,Laundry Service,,view,234,ad,,,,,,,103.801661,1.273665
045711db-433b-42ee-8007-c0c192d3c85c,2024-03-05T01:46:00,4d99ac2e942ba093d6ea9f8c,Other Great Outdoors,,view,28,friend,,,,,,,103.778718,1.311609
045711db-433b-42ee-8007-c0c192d3c85c,2024-04-25T14:16:00,4b7cd44cf964a520cca62fe3,Hardware Store,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_8643,197.9,SGD,Cash,,,103.822646,1.265084
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-19T13:03:00,5156b805e4b00bf3a56d661a,Shoe Store,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_3357,152.54,SGD,Credit Card,,,103.847539,1.299044
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-23T22:11:00,4c56731b7329c9288cb48c80,Steakhouse,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_8658,126.74,SGD,Cash,,,103.885506,1.308053
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-28T20:30:00,5054288ae4b0244dddf14792,Boutique,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_9384,42.55,SGD,Cash,,,103.831433,1.304556
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-25T04:38:00,4bfe5e7fee20ef3b838a3c5e,Fast Food Restaurant,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_2363,125.09,SGD,Debit Card,,,103.886383,1.3584
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-15T06:05:00,4cd8b1703ec4b1f79705c03f,Bus Line,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_4647,8.73,SGD,Cash,,,103.889347,1.370241
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-13T11:06:00,4cbd0b4b0180721efbcea761,College Auditorium,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_3831,183.12,SGD,Cash,,,103.954472,1.334257
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-22T04:15:00,4c1b88ac55e4c9b63d734923,Bar,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_4243,50.63,SGD,Cash,,,103.842552,1.27981
045711db-433b-42ee-8007-c0c192d3c85c,2024-04-20T00:25:00,4e2400e345dd950bb03e7e23,Pool,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_1936,163.77,SGD,Credit Card,,,103.952358,1.374292
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-28T10:32:00,4bcf8303caff95217e56cdf0,Bus Station,,transaction,,,TXN_045711db-433b-42ee-8007-c0c192d3c85c_9787,95.12,SGD,Credit Card,,,103.947044,1.345799
045711db-433b-42ee-8007-c0c192d3c85c,2024-01-12T00:51:00,4cccf1837c2ff04dfaa79c7e,Chinese Restaurant,,review,,,,,,,1,Loved it!,103.814695,1.288092
045711db-433b-42ee-8007-c0c192d3c85c,2024-02-14T05:48:00,4e534e08a8097c30ee7dc091,Spa / Massage,,review,,,,,,,3,Could be better.,103.934636,1.348895
045711db-433b-42ee-8007-c0c192d3c85c,2024-06-23T19:15:00,4f30fa27e4b0acb1eb59827a,Korean Restaurant,,review,,,,,,,5,Great place!,103.843622,1.279474
045711db-433b-42ee-8007-c0c192d3c85c,2024-05-16T14:11:00,4bf8ffc45efe2d7f259a6b34,Department Store,,review,,,,,,,4,Would visit again.,103.823412,1.263992
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-28T08:57:00,4fc2e009e4b0e4e80d7ab8dc,Sandwich Place,,view,489,ad,,,,,,,103.810529,1.292821
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-07T19:41:00,4f796a7be4b055c7626fc42e,Music Venue,,view,373,ad,,,,,,,103.863965,1.351773
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-27T23:48:00,4e5b6c837d8b966a15e1f4b6,Chinese Restaurant,,view,438,friend,,,,,,,103.853297,1.316317
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-13T11:39:00,4c4408fafb6eb71376564e4a,Hotel,,view,135,friend,,,,,,,103.819427,1.255774
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-26T00:03:00,4fa2615be4b0857bbd5c8fbe,Taxi,,view,322,search,,,,,,,103.857414,1.294691
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-04T14:15:00,4d475d686db7236adbfac997,Sandwich Place,,view,371,search,,,,,,,103.860131,1.293141
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-06-14T19:22:00,50738c88e4b0740da8606a65,Caf,,view,158,friend,,,,,,,103.846435,1.321386
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-28T08:09:00,4ce39ba0c36ba35d5eb670f6,Gift Shop,,view,445,recommendation,,,,,,,103.849436,1.299987
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-14T08:41:00,4c7b44c33badb1f7a1b95454,Sushi Restaurant,,view,234,search,,,,,,,103.844879,1.299725
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-14T15:42:00,4f8b0d80e4b005c392a19aaf,Restaurant,,view,243,friend,,,,,,,103.891424,1.302171
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-13T17:30:00,4dd24b1fd22d67839c579f27,Light Rail,,view,309,friend,,,,,,,103.819228,1.266954
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-12T18:09:00,4c09e89aa1b32d7fd89698f0,Asian Restaurant,,view,226,recommendation,,,,,,,103.948613,1.331277
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-06-24T11:26:00,4c658e10e2ee9c747de02e2f,Bus Line,,view,584,friend,,,,,,,103.869038,1.327167
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-14T22:18:00,4ef5a2db8231c11154fb7693,Chinese Restaurant,,view,40,ad,,,,,,,103.848819,1.342652
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-28T06:27:00,4d91cc22033ba35d2108770d,Hotel Pool,,view,207,friend,,,,,,,103.858291,1.313146
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-13T11:15:00,4dae7d7243a1f97d918c7a50,Playground,,view,359,friend,,,,,,,103.7897,1.310322
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-20T18:49:00,515a54b3e4b0ebc152476335,Mall,,view,253,ad,,,,,,,103.822131,1.263926
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-28T11:32:00,4b058819f964a520e3b122e3,Medical Center,,view,200,recommendation,,,,,,,103.88895,1.369599
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-21T01:11:00,4b8a01eef964a520545b32e3,College Academic Building,,view,267,ad,,,,,,,103.957084,1.346641
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-06-25T06:44:00,510a5a26e4b05b6eba8489f3,Coffee Shop,,view,263,friend,,,,,,,103.863991,1.303285
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-22T12:24:00,4e7317cad22d2fd31421ba11,Chinese Restaurant,,view,321,search,,,,,,,103.802702,1.284825
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-01-25T01:05:00,4eab9254cc217eb08ed36116,College Auditorium,,view,482,friend,,,,,,,103.947259,1.316336
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-02-01T11:37:00,4b05880af964a52098ad22e3,Hotel,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_1249,174.8,SGD,Debit Card,,,103.855183,1.295789
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-03-02T18:40:00,4dd272ecd22d67839c5b84c4,Italian Restaurant,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_5687,88.46,SGD,Debit Card,,,103.833723,1.30801
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-14T00:43:00,4cd5532a2944b1f782335cec,Airport Gate,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_7687,146.0,SGD,Credit Card,,,103.989305,1.353978
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-30T13:33:00,514984e1e4b08b3e7fca78ae,Snack Place,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_2555,184.12,SGD,Debit Card,,,103.939677,1.331125
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-03-28T11:50:00,4d53d5a7d4a6721e857e8eac,River,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_9717,17.92,SGD,Debit Card,,,103.822217,1.292071
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-06-21T00:53:00,4cccb69ab571b60ce7b1d465,Student Center,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_4534,39.09,SGD,Credit Card,,,103.956628,1.374747
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-12T10:42:00,4e49e8ef62e13240b6f830ff,Burger Joint,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_6287,163.35,SGD,Credit Card,,,103.84382,1.31836
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-19T18:17:00,5168d6ede4b07da57732d1af,Ramen /  Noodle House,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_1200,171.21,SGD,Debit Card,,,103.827267,1.30697
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-04-22T09:04:00,4b9da58bf964a52000b836e3,University,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_3790,196.63,SGD,Debit Card,,,103.850514,1.298716
a3454d4f-07c0-462e-85c4-fed4bc7b1b81,2024-05-29T08:10:00,504ff930e4b0361aab8e1d6c,Asian Restaurant,,transaction,,,TXN_a3454d4f-07c0-462e-85c4-fed4bc7b1b81_7064,43.15,SGD,Mobile Pay,,,103.842048,1.246198
