year,month,day,hour,count
2012,4,4,17,1
2012,4,6,23,1
2012,4,14,23,1
2012,4,18,22,1
2012,4,20,20,2
2012,4,20,21,1
2012,7,28,17,1
2012,8,5,19,1
2012,10,17,20,1
2012,11,2,18,1
2012,11,11,15,1
2012,11,11,16,2
2012,11,11,17,1
2012,11,18,23,1
2012,11,23,21,1
2012,11,24,21,1
2012,12,1,18,1
2012,12,6,21,1
2012,12,9,1,1
2012,12,28,16,1
2012,12,28,18,1
2012,12,31,22,2
2013,1,1,16,1
2013,1,2,16,2
2013,1,3,10,1
2013,1,3,14,1
2013,1,4,13,1
2013,1,11,15,1
2013,1,22,11,1
2013,1,27,1,2
2013,2,7,17,1
2013,2,17,17,1
2013,4,19,19,1
2013,4,21,12,1
2013,5,1,18,1
2013,6,22,23,1
2013,8,31,19,1
