year,month,day,hour,count
2012,4,4,14,2
2012,4,8,14,1
2012,4,10,16,1
2012,4,10,17,2
2012,4,11,13,1
2012,4,11,14,2
2012,4,11,19,1
2012,4,12,14,2
2012,4,15,12,3
2012,4,15,18,1
2012,4,15,20,2
2012,4,19,6,1
2012,4,20,14,1
2012,4,21,23,1
2012,4,22,12,1
2012,4,23,11,2
2012,4,23,12,1
2012,4,23,14,1
2012,4,24,14,1
2012,4,24,15,1
2012,4,25,6,1
2012,4,26,14,1
2012,4,29,6,1
2012,4,29,16,2
2012,5,2,6,1
2012,5,4,13,1
2012,5,4,14,1
2012,5,9,10,1
2012,5,13,1,1
2012,5,13,2,1
2012,5,15,14,1
2012,5,16,15,1
2012,5,17,14,1
2012,5,18,19,1
2012,5,19,12,2
2012,5,26,11,2
2012,5,28,13,1
2012,6,3,13,1
2012,6,8,23,1
2012,6,9,11,1
2012,6,9,15,1
2012,6,9,16,1
2012,6,10,19,4
2012,6,12,19,2
2012,6,17,11,1
2012,6,25,17,1
2012,7,7,16,1
2012,7,8,17,1
2012,7,14,17,2
2012,7,15,18,2
2012,7,22,18,2
2012,7,22,19,1
2012,8,11,17,2
2012,8,12,16,2
2012,8,18,13,1
2012,8,19,12,1
2012,8,20,19,1
2012,10,13,2,1
2012,10,13,4,1
2013,1,3,11,1
2013,1,15,17,2
2013,1,16,18,1
2013,1,18,20,1
