year,month,day,hour,count
2012,5,12,10,1
2012,5,13,10,1
2012,5,17,11,1
2012,5,19,10,1
2012,5,19,21,1
2012,5,19,23,1
2012,5,20,0,1
2012,5,26,16,1
2012,5,27,16,1
2012,5,27,18,1
2012,5,29,16,1
2012,6,3,9,1
2012,6,3,10,1
2012,6,4,16,1
2012,6,4,17,1
2012,6,5,21,1
2012,6,9,15,1
2012,6,9,20,1
2012,6,10,11,3
2012,6,13,17,1
2012,6,17,21,1
2012,6,26,22,1
2012,7,4,9,1
2012,7,6,11,1
2012,7,7,8,1
2012,7,8,9,1
2012,7,11,20,1
2012,7,14,11,1
2012,7,14,20,1
2012,7,15,18,1
2012,7,22,19,2
2012,7,22,20,1
2012,7,22,22,1
2012,7,24,17,1
2012,7,28,15,1
2012,7,28,17,3
2012,7,28,19,2
2012,7,29,10,1
2012,7,30,18,1
2012,7,30,22,1
2012,8,6,8,1
2012,8,6,19,3
2012,8,9,17,3
2012,8,9,21,1
2012,8,9,22,5
2012,8,10,16,4
2012,8,10,17,1
2012,8,10,19,1
2012,8,19,9,1
2012,10,22,16,1
2012,10,23,10,1
2012,10,23,17,1
2012,10,23,19,2
2012,10,24,19,2
2012,10,25,17,1
2012,10,26,20,1
2012,10,27,13,1
2012,10,30,21,1
2012,10,30,22,1
2012,10,31,17,1
2012,10,31,19,1
2012,11,1,18,1
2012,11,6,19,1
2012,11,6,22,1
2012,11,9,19,1
2012,11,16,15,1
2012,11,16,16,1
2012,11,16,17,2
2012,11,17,19,1
2012,11,18,18,1
2012,11,20,18,1
2012,12,1,7,1
2012,12,2,14,5
2012,12,4,18,1
2012,12,9,14,4
2012,12,15,19,1
2012,12,27,17,2
2013,1,1,17,1
2013,1,6,16,1
2013,1,6,17,1
2013,1,8,16,1
2013,1,15,21,1
2013,1,26,18,1
2013,1,27,10,1
2013,2,6,18,1
2013,2,11,21,1
2013,2,12,14,1
2013,2,12,18,1
2013,2,14,17,1
2013,2,14,19,1
2013,2,16,16,2
2013,2,16,19,2
2013,2,17,18,1
2013,2,17,19,2
2013,3,26,22,1
2013,4,16,20,1
2013,4,17,20,3
2013,4,19,17,1
2013,4,21,15,1
2013,4,21,16,3
2013,4,21,18,1
2013,4,21,19,1
2013,5,11,18,1
2013,5,11,21,1
2013,5,11,22,1
2013,5,11,23,1
2013,5,12,16,1
2013,5,12,17,2
2013,5,12,18,1
2013,5,18,16,1
2013,5,18,17,1
2013,5,19,16,1
2013,5,19,17,1
2013,5,19,18,1
2013,5,19,19,1
2013,5,24,23,1
2013,5,29,22,1
2013,5,30,18,1
2013,6,3,20,1
2013,6,6,20,1
2013,6,7,20,1
2013,6,8,16,1
2013,6,19,16,1
2013,7,4,17,1
2013,7,4,21,1
2013,7,5,18,1
2013,7,19,19,1
2013,7,25,19,1
2013,7,25,20,1
2013,7,30,20,1
2013,8,2,18,1
2013,8,9,16,1
2013,8,23,20,2
2013,8,23,22,1
2013,8,27,23,1
