year,month,day,hour,count
2012,5,30,15,1
2012,5,30,16,1
2012,6,1,17,1
2012,6,3,15,2
2012,6,3,16,2
2012,6,3,18,1
2012,6,3,19,1
2012,6,4,19,1
2012,6,9,15,2
2012,6,9,16,3
2012,6,9,17,2
2012,6,9,18,2
2012,6,9,19,2
2012,6,10,16,2
2012,6,10,17,3
2012,6,10,20,1
2012,6,10,21,1
2012,6,11,16,6
2012,6,11,17,2
2012,6,11,18,1
2012,6,11,19,2
2012,6,11,21,1
2012,6,11,22,4
2012,6,12,19,3
2012,6,12,21,2
2012,6,12,22,3
2012,6,17,15,2
2012,6,17,16,1
2012,6,17,18,1
2012,7,6,16,2
2012,7,6,17,1
2012,7,6,19,1
2012,7,7,20,2
2012,7,7,21,1
2012,7,8,15,3
2012,7,8,17,1
2012,7,13,14,1
2012,7,14,16,3
2012,7,14,17,1
2012,7,14,18,1
2012,7,14,20,1
2012,7,15,16,2
2012,7,15,17,3
2012,7,16,18,2
2012,7,16,20,1
2012,7,17,15,2
2012,7,29,13,3
2012,7,29,15,1
2012,8,5,17,2
2012,8,5,18,1
2012,8,5,19,1
2012,8,9,18,2
2012,8,9,20,2
2012,8,11,16,1
2012,8,11,17,1
2012,8,11,21,1
2012,8,12,14,2
2012,8,12,15,1
2012,8,12,16,1
2012,8,12,17,1
2012,8,19,19,1
2012,8,19,20,1
2012,10,13,16,2
2012,10,13,17,1
2012,10,13,19,2
2012,10,13,21,1
2012,10,19,19,1
2012,10,28,22,1
2012,11,12,15,1
2012,11,12,16,1
2012,11,17,15,1
2012,11,17,20,1
2012,11,21,17,1
2012,11,26,14,1
2012,11,27,19,1
2012,12,9,20,1
2012,12,22,21,1
2013,3,16,20,1
2013,3,28,18,1
2013,3,30,15,1
2013,4,2,11,1
2013,4,7,18,1
2013,4,20,12,1
2013,4,20,20,1
2013,4,26,20,1
2013,4,30,19,1
2013,5,1,16,1
2013,5,14,14,1
2013,5,19,15,1
2013,5,24,17,1
