year,month,day,hour,count
2012,4,4,6,1
2012,4,4,15,1
2012,4,4,16,1
2012,4,4,20,2
2012,4,15,19,1
2012,4,16,6,1
2012,4,16,19,2
2012,4,18,6,3
2012,4,20,6,1
2012,4,20,14,1
2012,4,20,17,1
2012,4,21,19,1
2012,4,24,6,1
2012,4,25,6,1
2012,4,26,6,1
2012,4,26,17,1
2012,4,26,18,2
2012,4,26,19,1
2012,4,27,19,1
2012,4,29,22,1
2012,5,2,6,1
2012,5,4,6,1
2012,5,5,18,2
2012,5,5,19,1
2012,5,5,20,1
2012,5,5,21,1
2012,5,7,14,2
2012,5,7,15,1
2012,5,11,6,1
2012,5,11,17,1
2012,5,11,18,2
2012,5,14,6,2
2012,5,14,11,1
2012,5,15,17,1
2012,5,16,20,1
2012,5,18,7,1
2012,5,18,19,1
2012,5,18,22,1
2012,5,22,15,1
2012,5,22,18,1
2012,5,22,22,2
2012,5,25,18,2
2012,5,26,17,2
2012,5,27,19,1
2012,5,27,20,2
2012,5,28,21,1
2012,5,29,16,1
2012,5,30,16,1
2012,6,1,17,1
2012,6,1,20,3
2012,6,1,21,2
2012,6,4,16,1
2012,6,4,20,1
2012,6,4,21,1
2012,6,5,14,1
2012,6,5,17,1
2012,6,6,18,2
2012,6,6,19,1
2012,6,6,23,2
2013,5,26,18,1
2013,5,28,15,1
2013,5,29,20,1
2013,6,3,15,1
2013,6,5,17,1
2013,6,6,15,1
2013,6,6,21,1
2013,6,19,15,1
2013,6,20,11,1
2013,6,20,14,1
2013,6,21,21,1
2013,6,26,19,1
2013,7,1,15,1
2013,7,10,22,1
2013,7,11,15,1
2013,7,11,17,1
2013,7,23,17,2
2013,7,24,17,1
2013,8,13,15,1
2013,8,14,18,2
2013,8,21,19,1
2013,8,27,15,1
2013,8,30,20,2
2013,9,2,13,1
2013,9,2,14,2
2013,9,2,19,1
