year,month,day,hour,count
2012,4,5,7,1
2012,4,8,23,1
2012,4,9,7,4
2012,4,10,7,3
2012,4,10,8,1
2012,4,10,13,2
2012,4,10,14,3
2012,4,10,17,3
2012,4,10,18,2
2012,4,11,7,3
2012,4,11,13,5
2012,4,11,18,6
2012,4,12,7,1
2012,4,12,8,1
2012,4,12,13,5
2012,4,12,17,2
2012,4,12,18,3
2012,4,12,19,1
2012,4,13,8,4
2012,4,13,14,7
2012,4,13,18,8
2012,4,14,7,4
2012,4,14,11,2
2012,4,14,12,11
2012,4,15,13,4
2012,4,16,17,3
2012,4,16,18,4
2012,4,16,21,4
2012,4,17,17,3
2012,4,17,18,2
2012,4,18,7,4
2012,4,19,7,3
2012,4,19,9,1
2012,4,19,14,5
2012,4,19,18,3
2012,4,20,7,4
2012,4,20,9,1
2012,4,20,13,5
2012,4,20,17,3
2012,4,20,18,7
2012,4,20,19,1
2012,4,21,9,1
2012,4,21,11,5
2012,4,21,14,5
2012,4,23,8,5
2012,4,23,13,5
2012,4,23,18,6
2012,4,23,21,5
2012,4,24,7,1
2012,4,24,8,4
2012,4,24,10,1
2012,4,24,14,2
2012,4,24,18,8
2012,4,25,7,3
2012,4,25,18,2
2012,4,25,19,1
2012,4,25,22,1
2012,4,26,7,4
2012,4,26,9,1
2012,4,26,12,5
2012,4,26,18,3
2012,4,26,19,5
2012,4,27,18,6
2012,4,28,7,4
2012,4,28,8,1
2012,4,28,12,4
2012,5,2,7,3
2012,5,2,14,5
2012,5,2,18,3
2012,5,2,19,1
2012,5,3,17,2
2012,5,3,18,6
2012,5,3,19,1
2012,5,4,7,1
2012,5,4,11,4
2012,5,4,12,4
2012,5,4,21,1
2012,5,5,17,2
2012,5,5,18,1
2012,5,5,19,1
2012,5,5,23,3
2012,5,6,0,1
2012,5,7,7,3
2012,5,7,8,1
2012,5,7,14,5
2012,5,7,17,3
2012,5,7,18,3
2012,5,7,19,1
2012,5,8,18,3
2012,5,9,7,3
2012,5,9,13,1
2012,5,9,14,4
2012,5,9,18,8
2012,5,9,19,2
2012,5,9,20,2
2012,5,9,21,2
2012,5,10,7,4
2012,5,10,8,1
2012,5,11,13,1
2012,5,11,14,5
2012,5,11,18,4
2012,5,12,7,1
2012,5,12,8,3
2012,5,12,9,1
2012,5,12,10,1
2012,5,13,21,1
2012,5,14,7,4
2012,5,14,18,6
2012,5,15,7,4
2012,5,15,8,1
2012,5,15,14,5
2012,5,15,18,1
2012,5,16,7,3
2012,5,16,20,1
2012,5,16,21,1
2012,5,17,7,1
2012,5,17,12,5
2012,5,17,13,1
2012,5,17,17,3
2012,5,17,18,5
2012,5,17,19,2
2012,5,21,18,3
2012,5,22,20,2
2012,5,22,21,1
