year,month,day,hour,count
2012,4,16,19,1
2012,4,21,14,1
2012,4,23,14,1
2012,4,26,19,1
2012,4,26,20,1
2012,5,4,18,1
2012,5,7,11,1
2012,5,16,17,1
2012,5,16,18,2
2012,5,16,20,1
2012,5,17,15,1
2012,5,17,19,2
2012,5,18,21,1
2012,5,22,13,1
2012,5,22,19,1
2012,5,24,16,2
2012,5,24,18,1
2012,6,6,20,1
2012,6,7,11,1
2012,6,7,20,1
2012,6,9,20,1
2012,6,10,15,1
2012,6,10,20,1
2012,6,11,15,1
2012,6,11,17,1
2012,7,14,15,2
2012,8,9,17,2
2012,8,12,12,1
2012,10,17,21,1
2012,10,30,21,1
2012,11,22,9,1
2012,12,23,15,1
2013,1,26,7,1
2013,2,12,21,1
2013,2,18,14,2
2013,8,27,15,1
