year,month,day,hour,count
2012,5,11,14,1
2012,5,14,10,1
2012,5,22,10,1
2012,5,22,14,1
2012,5,24,14,1
2012,5,28,9,1
2012,5,28,14,1
2012,5,29,10,1
2012,5,30,10,1
2012,6,4,10,1
2012,6,7,10,1
2012,6,7,14,1
2012,6,8,22,1
2012,6,11,13,1
2012,6,18,20,1
2012,6,27,16,1
2012,7,4,19,1
2012,7,6,17,1
2012,7,6,19,1
2012,7,7,20,1
2012,7,7,22,1
2012,7,9,15,1
2012,7,11,15,1
2012,7,12,9,1
2012,7,12,15,1
2012,7,13,13,1
2012,7,13,20,1
2012,7,14,20,1
2012,7,16,13,1
2012,7,16,14,1
2012,7,16,17,1
2012,7,16,19,1
2012,8,10,20,1
2012,8,14,13,1
2012,8,14,20,1
2012,9,6,14,1
2012,9,13,20,1
2012,10,13,20,1
2012,10,24,16,1
2012,10,24,19,1
2012,10,24,21,1
2012,10,26,19,1
2012,10,26,22,1
2012,10,28,20,1
2012,10,29,2,1
2012,11,1,21,1
2012,11,5,17,1
2012,11,5,18,1
2012,11,6,10,1
2012,11,6,15,1
2012,11,7,9,1
2012,11,7,14,1
2012,11,11,3,1
2012,11,12,19,1
2012,11,13,19,1
2012,11,16,9,1
2012,11,16,14,1
2012,11,17,20,1
2012,11,17,23,1
2012,11,20,10,1
2012,11,22,14,1
2012,11,23,13,1
2012,11,23,20,1
2012,11,24,22,1
2012,12,1,21,1
2012,12,1,23,1
2012,12,2,16,1
2012,12,3,17,1
2012,12,5,16,1
2012,12,5,23,1
2012,12,7,14,1
2012,12,7,15,1
2012,12,8,0,1
2012,12,8,23,1
2012,12,10,15,1
2012,12,12,14,1
2012,12,13,17,1
2012,12,14,23,1
2012,12,18,15,1
2012,12,19,23,1
2012,12,20,0,1
2012,12,22,22,1
2012,12,22,23,1
2012,12,23,0,1
2012,12,29,12,1
2013,1,4,16,1
2013,1,4,18,1
2013,1,7,17,1
2013,1,9,12,1
2013,1,9,13,1
2013,1,9,19,1
2013,1,9,20,1
2013,1,10,18,1
2013,1,10,20,1
2013,1,12,21,1
2013,1,15,18,1
2013,1,18,16,1
2013,1,22,17,1
2013,1,22,19,1
2013,1,24,19,1
2013,1,25,18,1
2013,1,26,23,1
2013,1,31,17,1
2013,1,31,21,1
2013,2,1,19,1
2013,2,3,0,1
2013,2,5,15,1
2013,2,5,18,1
2013,2,7,17,1
2013,2,8,16,1
2013,2,8,18,1
2013,2,13,16,1
2013,2,13,18,1
2013,2,13,20,1
2013,2,16,18,1
2013,2,16,23,1
2013,2,18,17,1
2013,2,18,21,1
2013,2,21,16,1
2013,2,21,18,1
2013,2,25,18,1
2013,2,25,20,1
2013,2,26,21,1
2013,2,28,17,1
2013,2,28,20,1
2013,3,2,0,1
2013,3,30,0,1
2013,3,30,18,1
2013,4,28,3,1
2013,5,1,0,1
2013,5,5,1,1
2013,5,11,1,1
2013,5,12,0,1
2013,6,1,0,1
2013,6,21,23,1
2013,7,10,22,1
2013,8,3,15,1
2013,8,18,20,1
2013,9,5,17,1
2013,9,5,20,1
2013,9,6,20,1
2013,9,15,21,1
