year,month,day,hour,count
2012,4,7,21,2
2012,4,11,8,1
2012,4,11,16,1
2012,4,12,15,1
2012,4,13,8,1
2012,4,13,19,1
2012,4,14,18,1
2012,4,14,21,1
2012,4,15,11,1
2012,4,22,7,1
2012,4,22,18,2
2012,4,24,14,1
2012,4,26,9,1
2012,4,26,16,1
2012,4,26,17,1
2012,4,27,20,2
2012,4,28,16,2
2012,4,28,19,1
2012,5,2,9,1
2012,5,2,15,3
2012,5,4,18,1
2012,5,4,20,1
2012,5,5,17,1
2012,5,5,21,2
2012,5,7,9,1
2012,5,10,16,1
2012,5,11,21,1
2012,5,13,19,2
2012,5,14,8,1
2012,5,15,13,1
2012,5,15,17,1
2012,5,15,20,2
2012,5,16,17,1
2012,5,16,18,1
2012,5,17,8,1
2012,5,17,17,1
2012,5,17,19,2
2012,5,25,20,1
2012,5,30,9,1
2012,6,1,19,1
2012,6,3,18,1
2012,6,3,21,1
2012,6,4,9,1
2012,6,5,12,1
2012,6,5,18,1
2012,6,5,19,1
2012,6,7,18,1
2012,6,9,18,1
2012,6,9,19,1
2012,6,11,17,1
2012,6,12,15,1
2012,6,14,10,1
2012,6,14,17,1
2012,6,15,21,2
2012,6,17,14,1
2012,6,18,18,1
2012,7,4,21,1
2012,7,6,21,1
2012,7,7,18,1
2012,7,9,8,1
2012,7,12,8,1
2012,7,15,18,1
2012,7,16,18,1
2012,7,22,21,1
2012,7,22,22,1
2012,8,6,9,1
2012,8,18,17,1
2012,8,18,18,1
2012,9,5,19,1
2012,10,12,18,1
2012,10,28,14,1
2012,12,5,11,1
2012,12,9,20,1
2013,2,13,21,1
2013,2,13,22,1
2013,4,2,18,1
2013,4,2,20,1
2013,4,3,22,1
2013,4,5,14,1
2013,4,6,20,1
2013,8,18,20,1
2013,9,7,20,1
