year,month,day,hour,count
2012,10,31,12,1
2012,11,10,1,1
2012,11,12,1,1
2012,11,12,22,2
2012,11,13,0,1
2012,11,13,2,1
2012,11,18,1,1
2012,11,20,14,1
2012,11,24,19,1
2012,11,30,22,1
2012,12,2,16,1
2012,12,8,12,1
2012,12,8,19,1
2012,12,9,4,1
2012,12,9,19,1
2012,12,13,19,1
2012,12,16,0,1
2012,12,16,17,1
2012,12,22,8,1
2012,12,22,15,2
2012,12,22,23,1
2012,12,23,12,1
2012,12,27,19,1
2012,12,30,15,1
2013,1,3,19,2
2013,1,4,18,1
2013,1,4,19,1
2013,1,5,23,1
2013,1,9,23,1
2013,1,15,19,1
2013,1,22,9,1
2013,1,25,19,1
2013,1,26,0,1
2013,1,26,1,1
2013,1,26,4,1
2013,1,27,18,1
2013,1,28,14,1
2013,2,1,10,1
2013,2,3,20,1
2013,2,5,18,1
2013,2,14,20,1
2013,2,17,2,1
2013,3,10,17,1
2013,5,17,23,1
2013,5,18,3,1
2013,5,23,18,1
2013,5,24,17,1
2013,5,24,21,1
2013,5,31,23,1
2013,6,8,20,1
2013,7,1,19,1
2013,7,5,21,1
2013,7,13,3,1
2013,7,19,22,1
2013,7,20,2,1
2013,7,20,12,1
2013,7,26,20,1
2013,7,26,21,1
2013,8,3,16,1
2013,8,3,18,1
2013,8,8,20,1
2013,8,8,21,1
2013,8,30,17,1
2013,9,7,19,1
2013,9,14,20,1
