year,month,day,hour,count
2012,6,5,9,1
2012,6,5,13,1
2012,6,6,20,1
2012,6,7,12,1
2012,6,13,15,1
2012,6,13,17,1
2012,6,14,9,1
2012,6,17,21,1
2012,6,21,14,1
2012,6,25,20,2
2012,7,3,20,1
2012,7,3,21,1
2012,7,4,17,1
2012,7,8,16,1
2012,7,8,18,1
2012,7,9,19,1
2012,7,11,14,1
2012,7,12,20,1
2012,7,15,19,1
2012,7,24,20,1
2012,7,24,21,1
2012,8,6,14,1
2012,8,10,16,1
2012,8,11,14,1
2012,8,11,20,1
2012,8,13,14,1
2012,8,20,13,1
2012,9,5,20,1
2012,9,5,21,2
2012,10,17,20,1
2012,10,23,20,1
2012,10,24,19,1
2012,10,25,20,2
2012,10,27,13,1
2012,10,30,20,1
2012,10,31,14,1
2012,11,6,22,1
2012,11,11,18,1
2012,11,17,15,1
2012,11,20,21,1
2012,11,26,17,1
2012,12,2,14,1
2012,12,3,14,1
2012,12,4,20,1
2012,12,4,22,1
2012,12,17,9,1
2012,12,18,13,1
2012,12,19,17,1
2012,12,22,15,1
2012,12,22,21,1
2012,12,22,23,1
2012,12,28,15,1
2012,12,31,17,1
2013,1,3,20,1
2013,1,5,8,1
2013,1,29,20,1
2013,1,29,22,1
2013,2,2,12,1
2013,2,2,14,1
2013,2,2,23,1
2013,2,3,2,1
2013,2,5,20,1
2013,2,12,18,1
2013,2,13,20,1
2013,5,23,20,1
