year,month,day,hour,count
2012,4,10,23,1
2012,4,14,12,1
2012,4,15,11,1
2012,4,15,13,1
2012,4,20,23,1
2012,4,21,13,1
2012,4,22,13,1
2012,4,22,16,1
2012,4,28,12,1
2012,4,28,13,1
2012,4,28,18,2
2012,4,28,19,1
2012,4,28,21,2
2012,4,29,14,1
2012,5,5,11,1
2012,5,5,12,1
2012,5,14,7,1
2012,5,26,11,1
2012,6,17,16,1
2012,6,18,12,1
2012,6,18,14,1
2012,6,18,15,1
2012,6,18,16,1
2012,6,18,17,1
2012,7,6,11,1
2012,7,7,22,1
2012,7,13,19,1
2012,7,14,7,1
2012,7,14,10,1
2012,7,28,17,1
2012,7,28,18,1
2012,7,28,20,1
2012,7,28,22,1
2012,8,10,8,1
2012,8,12,13,1
2012,8,12,14,1
2012,8,20,13,1
2012,9,6,12,1
2012,12,3,8,1
2012,12,8,16,1
2013,1,11,12,1
2013,2,3,11,1
2013,2,4,19,1
2013,3,14,12,1
2013,3,15,12,1
2013,3,20,19,1
2013,5,10,12,1
