73	2735
143	2297
248	1811
377	1670
412	1634
221	1613
322	1432
16	1386
848	1260
912	1200
1054	1155
1164	1097
467	1057
1256	1056
1470	957
2252	810
984	801
2391	790
2371	776
2768	775
437	756
2400	749
957	749
1997	744
126	730
354	726
3349	721
1410	710
1304	685
4047	663
4239	662
4441	661
2126	652
2941	640
5221	632
5287	622
2770	582
2736	581
2228	572
3785	568
5948	568
6067	564
6305	562
4667	558
296	553
4402	551
3797	546
2967	532
7751	531
4678	528
5511	528
2862	524
7532	523
1865	520
800	514
310	496
3855	496
6342	496
4865	488
9111	475
9318	471
10665	469
2978	462
8173	461
8029	458
1402	457
9234	456
2877	445
4989	439
4215	435
4687	432
11915	428
1011	423
4029	421
12763	410
14502	410
3955	406
210	403
9446	401
12304	400
12830	399
3154	399
14922	398
14144	392
12934	388
289	388
14355	384
10351	383
11431	380
10071	379
12482	379
4876	377
11063	377
2317	377
17745	376
14388	375
7973	373
16524	373
15259	372
16621	370
16550	370
12764	369
4119	366
10748	365
18277	359
19370	358
16809	355
5354	352
19626	352
19031	351
17702	349
19503	347
18045	347
12443	346
19671	344
21292	343
18823	343
13554	342
8796	341
17272	341
20633	340
3842	339
3199	338
22156	337
16460	337
15098	333
16045	333
4860	332
888	332
13904	331
13358	331
14106	331
13322	330
15783	328
22975	328
7050	325
11922	325
13591	325
8568	325
19261	324
18246	324
22634	323
1035	323
16892	323
4978	321
16073	318
22320	318
11195	316
4041	312
23519	311
11135	308
22080	305
27760	305
22809	305
4400	304
27066	304
24045	303
27877	302
25181	301
10194	299
28891	299
26730	299
20528	297
23632	296
29890	296
8849	294
16581	294
28416	292
30892	291
23237	291
31536	287
24864	287
16510	286
24144	286
31380	285
29055	284
27836	284
20682	282
28084	282
2746	281
2135	281
26471	280
19579	280
31672	279
23956	277
30288	277
24468	276
33557	276
31561	275
19071	275
32094	274
16135	272
31623	272
34662	271
32345	269
34282	268
28120	268
34229	267
35841	267
30378	267
24939	266
34402	265
35446	264
28039	263
9165	263
25478	262
24615	261
36060	261
37841	261
39028	259
23222	258
25961	258
30794	257
4000	257
33690	255
36271	255
29031	255
34497	255
39404	254
40775	254
22608	253
14174	252
20159	252
20504	251
8253	251
16273	251
41779	251
18739	249
22458	248
39997	248
40774	246
31452	246
43891	245
38192	245
41738	244
40776	243
41692	242
10337	242
44677	240
41091	240
1772	240
12517	239
41416	239
25812	239
8273	238
32841	237
39315	237
37715	236
24323	235
29140	235
3671	234
27989	234
6845	234
11546	234
48263	234
31525	233
40055	233
45424	233
47727	233
41936	232
46593	232
7541	231
47780	230
48792	229
47295	229
45166	229
45032	228
23888	228
15681	227
24999	227
7659	226
36723	226
37295	224
39182	224
39397	223
32945	223
9860	223
50849	222
45021	221
53214	221
38520	220
52170	220
21942	219
44304	219
25462	219
46185	218
48638	218
19441	218
49984	217
31086	217
23686	217
45086	217
49649	216
13269	216
19222	216
48739	215
24008	215
28443	214
21033	213
19386	213
51697	212
47349	212
1623	212
44805	212
55151	212
56681	212
53476	211
50042	211
29651	211
37378	211
48148	211
53742	211
32629	210
30666	209
45041	209
22906	209
18563	208
51288	208
53505	208
27976	207
43391	207
52987	206
54415	206
37970	206
29748	206
17641	206
41798	206
55363	205
37170	205
61084	205
55918	204
39625	204
53601	203
58515	203
46509	203
33177	202
44035	202
41081	202
55180	202
34492	201
48815	200
13764	200
44557	200
56351	199
35789	199
40405	199
49801	199
43166	199
16143	198
17488	198
39191	198
41534	198
64094	197
47967	197
10032	197
46639	197
45019	196
42943	196
38263	196
42375	196
35300	196
49530	195
62654	195
55088	195
38921	194
55191	194
51792	193
60596	193
13869	193
38133	193
39037	193
59443	192
50643	192
63113	191
58006	191
48933	191
39863	191
14948	191
63022	190
56334	190
58552	190
49777	190
56325	189
52761	188
28298	188
63073	187
24525	187
7179	186
36819	186
53428	186
26131	186
72391	186
61138	186
6791	185
56776	184
59347	184
36087	184
74792	184
74111	184
57358	183
50570	183
69290	183
27236	183
49930	183
69723	182
69222	182
50623	182
33397	181
27201	181
18252	181
52438	181
23679	180
75575	180
37636	179
76462	179
67789	179
71167	179
60380	178
57001	178
23635	178
38081	178
67708	177
41323	177
46019	177
14847	177
67265	177
76341	176
77808	176
73526	175
80240	175
74478	175
77081	174
77124	174
81882	174
13081	174
43495	174
78498	173
24118	173
70438	173
82056	173
19044	172
30328	172
33013	172
41640	171
74138	170
24592	170
34664	170
71426	170
63554	170
80292	170
70554	170
72632	170
61854	169
51236	169
68967	169
59403	169
70277	169
53624	169
13115	169
69904	169
38475	168
74283	168
74343	168
86901	168
38532	168
53035	167
80103	167
80154	167
59931	167
71133	167
55138	167
72021	166
50817	166
80836	166
75820	166
41716	166
63734	166
8139	166
87944	166
27098	165
42910	164
83280	164
82754	164
60087	164
69328	164
32621	164
86536	163
84093	163
66263	163
51305	162
44634	161
64258	161
74228	161
87016	161
86171	161
82433	160
84064	160
55371	160
46106	160
74568	160
90629	160
51533	160
79974	159
91183	159
81858	159
82742	159
89624	159
87863	159
63360	159
36853	157
86879	157
40460	157
70501	157
64513	157
83156	156
64208	156
29903	156
63284	156
80646	156
96714	155
44010	155
62004	155
42025	155
78074	155
61595	155
61130	155
2820	154
46405	154
95750	154
95058	154
38934	154
63277	154
6909	154
26006	154
86707	153
74407	153
5427	153
96152	153
93289	153
37184	153
55210	153
79065	153
11160	153
32251	152
66005	152
22620	152
85064	152
78162	152
33298	152
57172	152
47626	151
68453	151
72423	151
87925	151
75507	151
99693	150
84885	150
75866	150
90407	149
8066	149
31004	149
90754	149
20331	149
78426	148
64150	148
105225	148
48070	148
3606	148
105568	148
18633	148
42793	148
94860	147
58923	147
3544	147
72947	147
107828	147
68106	147
70022	147
89905	147
106250	146
84027	146
65412	146
30313	146
62621	146
79052	146
105049	145
105124	145
77773	145
89325	145
100989	145
57517	145
79585	145
52788	145
78157	145
56817	144
79241	144
82417	144
72795	144
99784	144
77211	144
28002	144
103323	144
105636	144
70870	143
7177	143
37027	142
101905	142
91098	142
111152	142
53918	142
101306	142
38114	142
67694	141
92882	141
76266	141
48098	141
101081	141
76631	141
103458	141
76811	141
98887	140
84995	140
66067	140
95427	140
50740	140
16222	139
78501	139
102900	139
26826	139
81706	139
