user_id,cluster
73,2
848,9
377,8
143,7
322,6
16,2
248,2
221,0
2391,5
4029,5
4239,0
1304,3
4402,5
2400,5
3785,2
126,5
2126,6
296,6
467,0
2862,5
5287,6
412,4
2371,4
30892,5
9446,3
22080,3
2736,3
24939,7
13358,1
310,5
37378,3
16073,0
3842,8
800,2
34497,2
29055,2
6342,7
984,6
1256,6
23519,0
11135,2
23237,2
7532,0
4400,3
9111,8
20504,5
30288,5
23222,1
14144,0
4041,6
1470,9
1997,6
2746,4
10071,2
4678,7
39863,3
4860,7
957,0
5948,3
53428,1
19386,5
10194,1
24864,5
16550,5
3855,7
20159,3
11431,4
2317,3
23686,9
28039,0
58552,3
30666,2
1054,1
49777,6
38520,0
13904,2
31380,3
24144,0
11063,0
20682,3
8173,5
4865,0
9234,0
4047,6
16524,0
5354,7
44677,6
2978,5
4978,2
13554,8
36819,9
8568,2
13591,5
11195,7
20633,9
63554,3
2770,0
33690,0
16460,0
25812,0
912,9
56351,9
18045,9
18823,9
2768,9
40774,9
31672,9
48148,9
45086,9
67789,9
1035,9
41640,9
77124,9
56776,9
12830,9
31561,9
47349,9
67265,9
12304,9
8273,9
16273,9
84093,9
26826,9
11922,9
29651,9
8796,9
12443,9
437,9
24999,9
108848,9
15783,9
15681,9
50623,9
24045,9
2252,9
9318,9
1164,9
7050,9
3797,9
6305,9
31623,9
7541,9
60596,9
55371,9
7179,9
41798,9
4215,9
29903,9
94860,9
16809,9
19071,9
8029,9
52438,9
59403,9
37170,9
11546,9
12482,9
42943,9
29031,9
30328,9
22458,9
51792,9
15098,9
38133,9
37184,9
34282,9
63847,9
122186,9
28120,9
14106,9
23679,9
19503,9
41716,9
55151,9
69290,9
46639,9
4989,9
48933,9
25478,9
16581,9
171186,9
4667,9
64513,9
44010,9
42025,9
17641,9
22156,9
55363,9
26471,9
13869,9
22906,9
3349,9
77211,9
50817,9
47967,9
86171,9
46019,9
31086,9
15259,9
14355,9
28443,9
7659,9
44805,9
80609,9
24008,9
39191,9
10032,9
75866,9
48815,9
60853,9
16892,9
78157,9
106370,9
8849,9
105636,9
44557,9
19626,9
122631,9
2877,9
60087,9
33557,9
47153,9
19044,9
41534,9
98846,9
81858,9
58006,9
165989,9
14388,9
41936,9
117088,9
64258,9
43391,9
75687,9
31452,9
48739,9
50740,9
53035,9
45032,9
51305,9
1865,9
70277,9
22634,9
37970,9
49530,9
75575,9
74138,9
99087,9
25462,9
74407,9
63113,9
4876,9
10748,9
75820,9
109825,9
157991,9
63023,9
72791,9
121116,9
46509,9
52170,9
74568,9
25181,9
102439,9
28416,9
77805,9
78571,9
91183,9
20385,9
37715,9
1410,9
69904,9
121213,9
35789,9
54926,9
87944,9
63360,9
64150,9
46185,9
76462,9
13322,9
78426,9
27201,9
113460,9
180802,9
16510,9
86707,9
11915,9
354,9
125208,9
23888,9
36060,9
54295,9
118368,9
100835,9
26131,9
57025,9
67708,9
39182,9
91194,9
68331,9
27236,9
51236,9
24592,9
179347,9
107741,9
4441,9
80219,9
62004,9
93919,9
79003,9
114154,9
41692,9
28084,9
91238,9
8139,9
95058,9
204008,9
4687,9
70870,9
17702,9
36723,9
55191,9
72738,9
147802,9
