year,month,day,hour,count
2012,4,11,14,2
2012,4,13,21,1
2012,4,13,22,1
2012,4,15,20,1
2012,4,17,16,1
2012,4,18,20,1
2012,4,21,14,1
2012,4,21,16,1
2012,4,22,13,1
2012,4,23,13,1
2012,4,24,17,2
2012,4,24,18,1
2012,4,27,19,1
2012,4,27,21,1
2012,4,29,14,1
2012,4,29,15,1
2012,5,3,22,1
2012,5,4,1,1
2012,5,5,1,1
2012,5,11,13,2
2012,5,12,14,1
2012,5,12,19,1
2012,5,12,21,1
2012,5,12,23,1
2012,5,14,8,1
2012,5,14,19,2
2012,5,17,20,1
2012,5,21,18,1
2012,5,27,13,1
2012,6,1,20,1
2012,6,3,14,1
2012,6,9,15,2
2012,6,9,16,1
2012,6,9,17,1
2012,6,9,19,1
2012,6,10,12,1
2012,6,15,22,1
