year,month,day,hour,count
2012,4,14,13,3
2012,4,17,18,1
2012,4,17,20,1
2012,4,27,18,1
2012,4,27,20,2
2012,4,28,14,2
2012,4,28,18,1
2012,5,2,16,1
2012,5,2,17,1
2012,5,2,18,1
2012,5,2,19,1
2012,5,5,14,1
2012,5,5,15,2
2012,5,5,19,1
2012,5,7,17,1
2012,5,11,22,1
2012,5,22,20,2
2012,5,25,18,1
2012,5,25,20,2
2012,5,25,21,2
2012,5,27,18,1
2012,5,27,19,1
2012,5,27,20,1
2012,5,29,19,1
2012,5,29,20,1
2012,6,3,16,1
2012,6,5,14,3
2012,6,6,17,3
2012,6,7,9,1
2012,6,12,16,2
2012,6,12,18,1
2012,6,13,21,2
2012,6,14,17,1
2012,6,17,16,2
2012,6,17,19,1
2012,6,19,18,1
2012,7,3,13,1
2012,7,4,16,1
2012,7,6,6,1
2012,7,12,16,2
2012,7,13,9,1
2012,7,13,18,2
2012,7,14,13,1
2012,7,14,14,2
2012,7,14,15,1
2012,7,14,16,1
2012,7,14,17,1
2012,7,14,18,1
2012,7,17,21,1
2012,7,29,19,1
