year,month,day,hour,count
2012,12,30,20,1
2012,12,31,19,2
2013,1,2,17,1
2013,1,4,19,1
2013,1,6,19,2
2013,1,6,22,1
2013,1,7,12,1
2013,1,8,16,1
2013,1,9,16,1
2013,1,10,1,1
2013,1,10,14,1
2013,1,10,15,4
2013,1,10,16,1
2013,1,11,8,1
2013,1,12,11,1
2013,1,14,15,1
2013,1,15,12,1
2013,1,17,1,1
2013,1,18,0,2
2013,1,18,13,1
2013,1,18,17,1
2013,1,22,6,1
2013,1,25,23,1
2013,1,26,21,1
2013,1,27,17,1
2013,1,28,8,1
2013,1,28,18,2
2013,2,1,12,1
2013,2,1,21,1
2013,2,2,12,1
2013,2,2,22,2
2013,2,3,18,2
2013,2,4,8,1
2013,2,4,18,2
2013,2,5,6,1
2013,2,5,18,3
2013,2,7,1,1
2013,2,7,18,2
2013,2,14,1,1
2013,2,14,17,1
2013,2,16,12,1
2013,2,16,22,1
2013,2,17,20,1
2013,2,18,17,2
2013,2,19,19,2
2013,2,21,19,1
2013,2,21,20,1
2013,2,25,18,2
2013,2,26,8,1
2013,2,26,18,1
