year,month,day,hour,count
2012,4,4,9,1
2012,4,10,9,1
2012,4,10,12,1
2012,4,12,12,1
2012,4,13,12,2
2012,4,14,10,1
2012,4,15,0,1
2012,4,19,11,1
2012,4,21,14,1
2012,4,23,8,1
2012,4,27,19,1
2012,4,27,20,1
2012,4,28,17,1
2012,4,28,21,1
2012,4,28,23,1
2012,5,2,11,1
2012,5,4,13,1
2012,5,4,21,1
2012,5,5,1,1
2012,5,5,3,1
2012,5,7,12,1
2012,5,11,8,1
2012,5,11,12,1
2012,5,11,14,1
2012,5,11,22,1
2012,5,11,23,2
2012,5,12,14,1
2012,5,13,15,2
2012,5,13,18,1
2012,5,14,12,1
2012,5,15,19,1
2012,5,15,20,1
2012,5,15,22,1
2012,5,17,11,1
2012,5,19,8,1
2012,5,19,18,2
2012,5,22,12,1
2012,5,26,16,1
2012,5,29,8,2
2012,5,29,12,1
2012,5,30,12,1
2012,6,1,22,1
2012,6,2,2,1
2012,6,8,23,1
2012,6,9,23,1
2012,6,14,8,1
2012,6,21,7,1
2012,6,27,12,1
2012,7,5,9,1
2012,7,6,12,1
2012,7,11,10,1
2012,7,11,12,1
2012,7,12,9,1
2012,7,12,13,1
2012,7,13,17,1
2012,7,14,10,1
2012,7,15,22,1
2012,7,17,20,1
