year,month,day,hour,count
2012,6,27,15,1
2012,7,4,16,1
2012,7,5,9,1
2012,7,6,11,1
2012,7,6,19,1
2012,7,8,16,1
2012,7,9,15,1
2012,7,11,14,1
2012,7,12,13,1
2012,7,12,15,1
2012,7,13,12,1
2012,7,14,15,1
2012,7,17,19,1
2012,7,30,9,1
2012,7,30,19,1
2012,7,30,20,1
2012,8,5,16,1
2012,8,6,19,1
2012,8,6,20,1
2012,8,10,9,1
2012,8,10,18,1
2012,8,12,14,1
2012,8,12,15,2
2012,8,12,18,1
2012,8,12,20,1
2012,8,13,9,1
2012,8,13,13,1
2012,8,14,9,1
2012,8,18,15,1
2012,8,19,7,1
2012,8,20,17,1
2012,9,6,10,1
2012,9,13,17,1
2012,9,15,21,1
2012,10,8,16,1
2012,10,8,21,1
2012,10,16,20,1
2012,10,23,11,1
2012,10,23,12,1
2012,10,24,17,1
2012,10,25,11,1
2012,10,26,8,1
2012,10,29,21,1
2012,11,1,14,1
2012,11,6,12,1
2012,11,13,13,1
2012,11,17,16,1
2012,11,18,16,1
2012,11,18,19,1
2012,11,20,9,1
2012,11,20,13,1
2012,11,20,15,1
2012,11,25,21,1
2012,11,26,8,1
2012,11,28,8,1
2012,12,1,17,1
2012,12,2,15,1
2012,12,3,9,1
2012,12,5,8,1
2012,12,7,18,1
2012,12,9,18,2
2012,12,10,13,1
2012,12,11,8,1
2012,12,11,21,1
2012,12,18,12,1
2012,12,19,16,1
2012,12,31,13,1
2013,1,4,8,1
2013,1,5,15,1
2013,1,6,16,1
2013,1,8,8,1
2013,1,9,11,1
2013,1,11,9,1
2013,1,12,16,1
2013,1,16,6,1
2013,1,16,19,1
2013,1,18,8,1
2013,1,22,8,1
2013,1,26,23,1
2013,1,27,20,1
2013,1,30,9,1
2013,1,31,19,1
2013,2,1,10,1
2013,2,3,0,1
2013,2,5,10,1
2013,2,11,17,1
2013,2,11,18,1
2013,2,11,22,1
2013,2,13,8,1
2013,2,16,22,1
2013,2,18,12,1
2013,2,18,18,1
2013,2,18,20,1
2013,2,19,8,1
2013,2,26,10,1
2013,3,6,9,1
2013,3,7,8,1
2013,3,8,12,1
2013,3,8,13,1
2013,3,8,18,1
2013,3,11,18,1
2013,3,12,8,1
2013,3,13,16,1
2013,3,17,15,1
2013,3,17,16,1
2013,3,17,19,1
2013,3,29,16,1
2013,3,29,17,2
2013,3,30,15,1
2013,3,30,16,1
2013,3,30,19,1
2013,3,31,15,1
2013,4,2,8,1
2013,4,4,8,1
2013,4,7,20,1
2013,4,11,20,1
2013,4,12,6,1
