year,month,day,hour,count
2012,4,4,9,1
2012,4,4,17,1
2012,4,4,18,1
2012,4,6,23,2
2012,4,8,15,1
2012,4,8,16,2
2012,4,8,18,2
2012,4,8,19,1
2012,4,10,15,1
2012,4,10,16,1
2012,4,11,11,1
2012,4,11,13,2
2012,4,11,14,1
2012,4,11,19,1
2012,4,12,14,1
2012,4,12,15,1
2012,4,13,19,1
2012,4,14,23,1
2012,4,17,17,1
2012,4,17,21,1
2012,4,18,9,1
2012,4,18,23,2
2012,4,19,21,1
2012,4,21,21,1
2012,4,22,19,2
2012,4,22,21,1
2012,4,23,22,1
2012,4,24,14,1
2012,4,26,20,2
2012,4,26,23,1
2012,4,27,18,1
2012,4,28,15,1
2012,4,28,19,1
2012,4,28,20,1
2012,4,28,22,1
2012,4,29,19,1
2012,5,2,12,1
2012,5,2,13,1
2012,5,3,16,1
2012,5,3,17,1
2012,5,4,12,2
2012,5,4,13,1
2012,5,4,15,1
2012,5,4,19,1
2012,5,5,14,2
2012,5,7,18,1
2012,5,13,15,1
2012,5,15,18,2
2012,5,16,13,2
2012,5,17,13,1
2012,5,18,20,1
2012,5,21,18,1
2012,5,22,17,1
2012,5,25,22,1
2012,5,29,12,1
2012,5,29,15,1
2012,6,1,20,1
2012,6,3,15,1
2012,6,5,18,1
2012,6,12,14,1
2012,6,13,17,1
2012,6,14,13,1
2012,6,14,14,2
2012,6,17,20,1
2012,6,18,11,1
2012,6,18,17,1
2012,6,18,20,1
2012,6,21,14,1
2012,6,21,15,1
2012,6,25,19,1
2012,7,7,3,1
2012,7,9,19,1
2012,7,12,16,1
2012,7,13,10,1
2012,7,16,9,1
2012,7,16,16,1
2012,7,17,10,1
2012,7,17,19,1
2012,7,24,19,1
2012,7,30,20,1
2012,8,5,16,1
2012,8,5,19,1
2012,8,6,14,1
2012,8,10,11,1
2012,8,10,20,1
2012,8,12,18,1
2012,8,12,19,1
2012,8,12,20,1
2012,8,13,11,1
2012,8,14,12,1
2012,8,18,13,1
2012,8,18,20,1
2012,9,6,0,1
2012,9,6,15,1
2012,9,14,22,1
2012,10,13,13,1
2012,10,18,23,1
2012,10,22,17,1
2012,10,23,12,1
2012,10,24,15,1
2012,12,7,19,1
2012,12,8,16,1
2012,12,9,12,1
2012,12,9,13,2
2012,12,9,18,1
2012,12,11,11,1
2012,12,11,13,1
2012,12,11,15,1
2012,12,11,19,1
2012,12,14,18,1
2012,12,14,23,1
2012,12,15,20,2
2012,12,18,10,1
2012,12,19,13,1
2012,12,19,16,1
2012,12,22,15,1
2012,12,22,20,1
2012,12,22,21,1
2012,12,23,15,1
2012,12,30,18,1
2013,1,1,12,1
2013,1,2,19,1
2013,1,5,16,1
2013,1,5,17,1
2013,1,7,17,1
2013,1,11,19,1
2013,1,13,14,1
2013,1,16,19,1
2013,1,18,18,1
2013,1,21,17,1
2013,1,24,19,1
2013,1,26,23,1
2013,1,27,19,1
