year,month,day,hour,count
2012,4,4,7,1
2012,4,4,9,1
2012,4,4,18,2
2012,4,4,21,2
2012,4,8,0,1
2012,4,8,19,1
2012,4,10,11,1
2012,4,11,7,1
2012,4,11,18,1
2012,4,12,12,3
2012,4,12,15,1
2012,4,12,16,1
2012,4,13,12,4
2012,4,14,0,1
2012,4,14,13,1
2012,4,14,14,3
2012,4,15,12,4
2012,4,16,17,1
2012,4,16,22,1
2012,4,16,23,1
2012,4,17,20,2
2012,4,17,21,1
2012,4,19,17,1
2012,4,19,18,3
2012,4,19,22,1
2012,4,20,15,1
2012,4,20,17,1
2012,4,20,19,2
2012,4,21,16,3
2012,4,21,23,3
2012,4,22,13,3
2012,4,23,14,5
2012,4,23,17,1
2012,4,23,20,1
2012,4,24,17,2
2012,4,24,18,2
2012,4,24,20,4
2012,4,24,21,1
2012,4,24,23,1
2012,4,26,12,2
2012,4,26,13,1
2012,4,26,17,1
2012,4,28,0,2
2012,4,28,8,2
2012,4,28,9,1
2012,4,29,20,2
2012,5,2,12,4
2012,5,4,12,1
2012,5,4,16,1
2012,5,5,0,1
2012,5,5,12,2
2012,5,6,0,1
2012,5,6,1,1
2012,5,6,3,1
2012,5,8,20,3
2012,5,9,13,2
2012,5,9,19,2
2012,5,15,18,1
2012,5,29,18,1
2012,5,30,7,1
2012,5,30,8,1
2012,6,1,19,1
2012,6,3,19,1
2012,6,4,20,2
2012,6,5,9,1
2012,6,6,19,1
2012,6,6,20,1
2012,6,7,12,4
2012,6,8,20,1
2012,6,9,20,1
2012,6,9,22,1
2012,6,11,20,1
2012,6,12,16,1
2012,6,13,13,1
2012,6,14,15,2
2012,6,14,16,2
2012,6,14,17,1
2012,6,17,12,4
2012,6,18,13,1
2012,6,18,17,1
2012,6,19,17,1
2012,6,21,12,2
2012,6,21,15,1
2012,7,2,16,1
2012,7,3,17,2
2012,7,3,18,4
2012,7,3,20,1
2012,7,4,21,2
2012,7,5,16,2
2012,7,5,17,1
2012,7,6,22,1
2012,7,7,3,1
2012,7,7,20,1
2012,7,8,12,2
2012,7,8,23,3
2012,7,9,12,5
2012,7,9,13,1
2012,7,11,9,1
2012,7,12,12,3
2012,7,14,19,3
2012,7,14,20,1
2012,7,14,21,1
2012,7,17,19,1
2012,7,19,0,2
2012,7,22,21,1
2012,7,28,16,1
2012,7,29,1,1
2012,7,29,2,1
2012,7,29,18,1
2012,7,29,19,1
2012,7,30,13,1
2012,8,5,15,1
2012,8,6,15,1
2012,8,11,16,1
2012,8,12,10,1
2012,8,14,14,1
2012,11,17,14,1
2012,11,18,13,1
2012,11,23,15,1
2012,12,1,0,1
2012,12,1,14,1
2012,12,1,19,1
2012,12,1,22,1
2012,12,2,1,1
2012,12,2,21,1
2012,12,3,12,2
2012,12,4,18,1
2012,12,5,21,1
2012,12,6,12,1
2012,12,6,17,1
2012,12,6,19,1
2012,12,7,16,2
2012,12,7,17,1
2012,12,8,22,1
2012,12,10,0,1
2012,12,10,15,2
2012,12,11,15,2
2012,12,13,3,2
2012,12,13,20,1
2012,12,16,17,1
2012,12,16,19,1
2012,12,16,22,1
2012,12,17,15,1
2012,12,17,16,1
2012,12,17,18,1
2012,12,18,16,1
2012,12,19,18,1
2012,12,19,20,1
2012,12,22,15,1
2012,12,22,16,1
2012,12,23,0,1
2012,12,23,14,1
2012,12,28,13,2
2012,12,28,15,1
2012,12,28,16,1
2012,12,29,21,2
2012,12,30,18,1
2013,1,1,18,1
2013,1,1,19,1
2013,1,1,20,1
2013,1,3,16,2
2013,1,4,16,1
2013,1,4,18,1
2013,1,6,14,1
2013,1,7,20,1
2013,1,8,19,1
2013,1,9,18,1
2013,1,9,19,1
2013,1,9,20,1
2013,1,10,18,1
2013,1,12,15,1
2013,1,12,17,1
2013,1,12,21,1
2013,1,13,2,1
2013,1,17,9,1
2013,1,17,20,1
2013,1,18,14,1
2013,1,21,18,1
2013,1,24,18,1
2013,1,25,10,1
2013,1,26,10,1
2013,1,28,13,2
2013,1,29,21,2
2013,1,30,13,1
2013,1,31,20,1
2013,2,1,12,2
2013,2,1,16,2
2013,2,2,18,2
2013,2,3,21,2
2013,2,7,19,2
2013,2,7,21,1
2013,2,8,19,2
2013,2,8,20,1
2013,2,12,19,1
2013,2,16,15,1
2013,2,16,17,1
2013,2,16,22,1
2013,2,19,19,1
2013,2,19,23,1
2013,2,26,20,1
2013,2,28,15,1
2013,3,6,17,1
2013,3,7,14,2
2013,3,8,18,1
2013,3,8,19,1
2013,3,14,20,1
2013,3,16,23,1
2013,3,19,16,1
2013,3,19,17,1
2013,3,20,19,1
2013,3,24,12,1
2013,3,28,19,1
2013,4,2,19,2
2013,4,3,20,1
2013,4,5,19,1
2013,4,6,17,1
2013,4,8,19,1
2013,4,16,20,1
2013,4,20,10,1
2013,4,21,19,1
2013,4,22,19,1
2013,4,26,19,2
2013,4,30,14,1
2013,5,9,14,1
2013,5,16,11,1
2013,5,21,18,1
2013,5,23,23,1
2013,5,28,15,1
2013,5,29,18,1
2013,5,29,20,2
2013,6,3,15,1
2013,7,20,12,1
