year,month,day,hour,count
2013,3,15,16,1
2013,3,19,15,1
2013,3,19,16,2
2013,3,19,17,2
2013,3,19,18,2
2013,3,20,16,1
2013,3,20,17,1
2013,3,27,14,1
2013,3,28,17,2
2013,3,28,20,2
2013,3,28,21,1
2013,3,29,22,1
2013,3,30,0,1
2013,3,30,18,1
2013,4,1,18,1
2013,4,2,16,1
2013,4,2,17,2
2013,4,2,18,1
2013,4,4,18,2
2013,4,4,19,1
2013,4,5,12,2
2013,4,5,21,1
2013,4,6,12,1
2013,4,7,12,1
2013,4,7,13,1
2013,4,7,20,1
2013,4,8,14,1
2013,4,10,14,1
2013,4,11,10,1
2013,4,11,15,1
2013,4,12,15,1
2013,4,17,14,1
2013,4,19,14,1
2013,4,20,21,2
2013,4,22,14,1
2013,4,23,20,1
2013,4,24,14,1
2013,4,25,16,2
2013,4,25,18,1
2013,4,25,21,1
2013,4,30,14,1
2013,5,1,14,1
2013,5,1,15,1
2013,5,9,16,1
2013,5,12,10,1
2013,5,12,20,1
2013,5,14,16,2
2013,5,14,17,1
2013,5,14,23,1
2013,5,23,21,2
2013,5,24,18,2
2013,5,24,19,1
2013,5,26,17,3
2013,5,28,15,1
2013,6,1,0,2
2013,6,14,23,1
2013,7,4,17,1
2013,7,11,15,1
2013,7,12,22,2
2013,7,13,19,1
2013,7,13,21,1
2013,7,25,17,1
2013,7,26,20,1
2013,8,6,17,2
2013,8,7,17,1
2013,8,9,17,1
2013,8,9,20,1
2013,8,12,17,2
2013,8,17,18,1
2013,8,28,16,1
2013,8,31,19,1
2013,9,8,1,1
2013,9,16,19,1
