year,month,day,hour,count
2012,4,11,7,1
2012,4,13,18,1
2012,4,17,18,1
2012,4,20,6,1
2012,4,25,18,1
2012,5,7,17,2
2012,5,22,6,1
2012,5,24,15,1
2012,5,27,16,1
2012,5,27,17,1
2012,5,30,6,1
2012,6,7,6,1
2012,6,9,12,1
2012,6,9,13,1
2012,6,9,21,1
2012,6,9,23,1
2012,6,12,20,1
2012,6,14,18,1
2012,7,6,18,1
2012,7,12,13,1
2012,7,13,21,1
2012,7,14,18,1
2012,9,13,17,1
2012,9,15,16,1
2012,9,15,17,1
2012,10,12,12,1
2012,11,1,19,1
2012,11,6,20,1
2012,11,7,17,1
2012,11,7,18,1
2012,11,18,7,1
2013,1,6,18,1
2013,1,10,18,1
2013,1,17,21,1
2013,1,28,17,1
2013,2,13,15,1
2013,2,13,16,1
2013,2,21,16,1
2013,7,23,10,1
2013,7,29,18,1
2013,8,14,16,1
2013,8,14,17,1
2013,8,26,14,1
