year,month,day,hour,count
2012,4,13,10,1
2012,4,13,12,1
2012,4,13,19,1
2012,4,14,10,3
2012,4,14,19,1
2012,4,14,20,1
2012,4,15,9,1
2012,4,15,19,1
2012,4,15,22,1
2012,4,15,23,1
2012,4,16,16,2
2012,4,18,10,2
2012,4,19,8,1
2012,4,19,18,1
2012,4,20,10,2
2012,4,20,18,1
2012,4,21,10,1
2012,4,21,18,3
2012,4,22,9,3
2012,4,22,17,3
2012,4,22,19,3
2012,4,23,12,3
2012,4,23,14,1
2012,4,24,8,1
2012,4,24,17,1
2012,4,25,19,1
2012,4,26,17,1
2012,4,27,19,1
2012,4,27,20,1
2012,4,27,21,1
2012,4,28,10,1
2012,4,28,18,1
2012,4,29,9,2
2012,4,29,17,1
2012,4,29,19,1
2012,5,2,9,1
2012,5,2,11,1
2012,5,2,19,1
2012,5,4,18,1
2012,5,4,19,1
2012,5,5,13,2
2012,5,5,17,1
2012,5,5,20,1
2012,5,8,19,2
2012,5,8,20,1
2012,5,9,10,1
2012,5,9,11,1
2012,5,11,10,1
2012,5,11,20,1
2012,5,12,10,1
2012,5,13,9,2
2012,5,13,16,2
2012,5,14,13,1
2012,5,14,15,1
2012,5,14,18,1
2012,5,15,8,1
2012,5,16,10,1
2012,5,17,8,1
2012,5,19,17,1
2012,5,22,9,1
2012,5,24,18,1
2012,5,26,10,1
2012,5,27,9,2
2012,5,27,17,1
2012,5,27,18,1
2012,5,29,8,1
2012,5,29,17,1
2012,5,30,10,1
2012,6,3,9,2
2012,6,3,16,1
2012,6,3,17,1
2012,6,3,20,1
2012,6,4,11,1
2012,6,4,19,1
2012,6,5,8,2
2012,6,8,19,1
2012,7,2,15,1
2012,7,3,8,1
2012,7,4,10,1
2012,7,13,10,1
2012,7,13,12,1
2012,7,13,18,1
2012,7,14,19,2
2012,7,15,17,2
2012,7,15,20,1
2012,7,15,21,1
2012,7,16,17,1
2012,7,16,18,1
2012,7,17,8,1
2012,7,28,10,1
2012,7,28,18,1
2012,7,28,19,1
2012,7,29,9,1
2012,7,29,17,1
2012,7,29,20,2
2012,7,30,13,1
2012,7,30,15,1
2012,8,6,12,1
2012,8,6,16,1
2012,8,18,18,1
2012,10,13,9,1
2012,10,19,10,1
2012,10,26,17,2
2012,10,29,14,1
2012,10,30,19,1
2012,11,10,8,1
2012,11,11,14,1
2012,11,11,15,1
2012,11,13,12,2
2012,11,13,18,1
2012,11,16,9,1
2012,11,17,8,1
2012,11,17,18,1
2012,11,17,19,1
2012,11,18,19,1
2012,11,21,19,1
2012,11,22,8,1
2012,12,2,14,1
2012,12,3,14,1
2012,12,5,19,1
2012,12,9,16,1
2012,12,10,12,2
2012,12,10,15,2
2012,12,12,9,1
2012,12,15,14,1
2012,12,16,21,1
2012,12,18,19,1
2012,12,21,20,1
2012,12,28,14,1
2012,12,29,12,1
2012,12,31,18,1
2013,1,9,9,1
2013,1,26,20,1
2013,1,27,16,1
2013,1,27,19,1
2013,1,30,19,1
2013,1,30,20,1
2013,1,31,8,1
2013,2,1,14,1
2013,3,7,19,2
2013,3,12,8,1
2013,3,16,18,1
2013,3,19,19,1
2013,3,20,19,1
2013,3,21,19,1
2013,3,24,16,1
2013,3,24,19,1
2013,4,3,8,1
2013,4,4,21,1
2013,4,8,13,1
2013,4,9,8,1
2013,4,15,16,1
2013,4,16,20,1
2013,4,20,18,1
2013,4,21,8,1
2013,4,22,15,1
2013,4,25,19,1
2013,4,27,19,1
2013,4,29,15,1
2013,4,30,8,1
2013,4,30,19,1
2013,5,6,14,1
2013,5,6,18,1
2013,5,19,15,1
2013,5,19,17,1
2013,5,23,20,1
2013,6,8,19,1
2013,6,24,19,1
2013,7,22,19,1
2013,8,27,1,1
2013,8,29,8,1
2013,9,5,19,1
2013,9,16,19,1
