year,month,day,hour,count
2012,4,5,8,1
2012,4,8,15,1
2012,4,9,7,2
2012,4,10,7,1
2012,4,11,7,1
2012,4,11,17,1
2012,4,12,8,1
2012,4,13,7,1
2012,4,13,21,1
2012,4,14,19,1
2012,4,14,20,1
2012,4,16,16,1
2012,4,16,17,1
2012,4,18,7,1
2012,4,19,8,1
2012,4,20,7,2
2012,4,20,15,1
2012,4,20,18,1
2012,4,21,15,1
2012,4,22,10,3
2012,4,23,16,1
2012,4,24,7,1
2012,4,25,7,1
2012,4,26,7,1
2012,4,26,13,2
2012,4,28,10,1
2012,4,28,16,1
2012,5,2,7,1
2012,5,2,16,1
2012,5,3,17,1
2012,5,4,14,1
2012,5,5,10,1
2012,5,5,17,1
2012,5,7,11,1
2012,5,7,12,1
2012,5,7,19,1
2012,5,9,7,1
2012,5,10,7,1
2012,5,11,7,1
2012,5,11,15,1
2012,5,11,16,2
2012,5,12,10,1
2012,5,12,17,1
2012,5,14,7,1
2012,5,15,11,1
2012,5,15,13,1
2012,5,17,8,1
2012,5,22,7,1
2012,5,24,8,1
2012,5,30,10,1
2012,6,4,16,1
2012,6,12,19,1
2012,6,12,20,1
2012,6,13,13,1
2012,6,18,15,1
2012,6,18,19,1
2012,6,21,14,1
2012,6,27,7,1
2012,7,5,8,1
2012,7,6,7,1
2012,7,9,6,1
2012,7,9,7,1
2012,7,11,7,1
2012,7,11,16,1
2012,7,12,8,1
2012,7,13,6,1
2012,7,13,14,1
2012,7,14,10,1
2012,7,14,15,1
2012,7,16,8,1
2012,7,18,7,1
2012,7,27,7,1
2012,7,30,7,1
2012,8,5,17,1
2012,8,5,19,1
2012,8,6,7,1
2012,8,9,17,1
2012,8,11,16,1
2012,8,15,7,1
2012,8,18,16,1
2012,9,13,18,1
2012,10,12,14,1
2012,10,13,11,1
2012,10,16,17,1
2012,10,26,12,1
2012,10,28,14,1
2012,11,2,18,1
2012,11,13,15,1
2012,11,13,16,1
2013,1,2,6,1
2013,1,2,7,1
2013,1,3,8,1
2013,1,16,18,1
2013,1,25,14,1
2013,2,12,11,3
2013,2,16,19,2
2013,2,19,17,1
2013,2,19,18,1
2013,3,5,17,1
2013,3,8,20,1
2013,3,10,16,1
2013,3,11,17,1
2013,3,16,15,1
2013,3,17,18,1
2013,3,20,17,1
2013,3,20,18,1
2013,3,20,23,1
2013,3,22,16,1
2013,3,22,19,1
2013,3,24,17,1
2013,4,6,17,1
2013,4,11,17,1
2013,4,12,18,1
2013,7,12,17,1
2013,7,12,18,1
2013,7,28,18,1
2013,8,2,20,1
2013,8,8,19,1
2013,8,8,21,1
2013,8,17,21,1
2013,8,18,18,1
