year,month,day,hour,count
2012,4,8,20,2
2012,4,8,22,1
2012,4,10,11,1
2012,4,14,13,1
2012,4,14,14,1
2012,4,15,20,1
2012,4,21,16,1
2012,4,22,19,1
2012,4,23,16,1
2012,4,23,17,1
2012,5,4,11,1
2012,5,7,14,1
2012,5,7,15,1
2012,5,7,19,1
2012,5,14,14,1
2012,5,14,20,1
2012,5,19,17,1
2012,5,19,18,1
2012,5,22,18,1
2012,5,28,16,1
2012,6,13,14,1
2012,6,14,6,1
2012,6,14,7,1
2012,7,3,22,1
2012,7,4,17,1
2012,7,7,17,1
2012,7,7,23,1
2012,7,9,17,1
2012,7,14,13,1
2012,7,14,15,2
2012,7,16,16,1
2012,7,16,17,1
2012,7,28,14,1
2012,7,28,20,1
2012,8,9,18,1
2012,8,9,23,1
2012,8,10,16,1
2012,8,10,20,1
2012,8,11,18,1
2012,8,18,18,1
2012,8,20,18,1
2012,9,5,17,2
2012,9,15,20,2
2012,10,13,14,1
2012,10,13,21,1
2012,10,17,2,1
2012,10,23,16,1
2012,10,23,17,1
2012,10,24,14,1
2012,10,25,17,2
2012,10,26,11,2
2012,10,27,18,2
2012,10,27,19,1
2012,10,28,19,1
2012,11,6,15,1
2012,11,13,13,1
2012,11,25,17,1
2012,11,25,18,1
2012,11,25,19,1
2012,12,9,20,1
2012,12,15,17,1
2012,12,16,17,1
2013,1,2,19,1
2013,1,4,15,1
2013,1,5,19,1
2013,1,27,18,1
2013,2,2,20,1
2013,2,2,22,1
2013,2,3,14,1
2013,3,10,10,1
2013,6,1,20,1
2013,8,8,18,1
2013,8,9,23,1
2013,8,17,19,1
