year,month,day,hour,count
2012,4,4,10,1
2012,4,8,13,1
2012,4,13,17,2
2012,4,14,12,1
2012,4,14,13,1
2012,4,20,17,2
2012,4,22,13,2
2012,4,22,22,1
2012,4,28,17,1
2012,4,29,13,2
2012,5,22,17,2
2012,9,15,11,1
2012,11,17,8,1
2012,11,17,9,1
2012,11,26,17,1
2012,11,27,10,1
2012,12,3,10,1
2012,12,4,10,1
2012,12,5,10,2
2012,12,6,15,1
2012,12,11,9,1
2012,12,15,11,1
2012,12,22,11,2
2012,12,28,17,2
2012,12,30,13,2
2012,12,31,13,1
2013,1,2,16,1
2013,1,6,15,1
2013,1,26,11,1
2013,3,21,12,2
2013,3,21,13,1
2013,3,26,16,2
2013,3,26,21,1
2013,4,22,23,1
2013,5,19,17,2
2013,5,29,15,1
2013,6,19,19,1
2013,6,24,21,1
2013,7,5,22,1
2013,7,12,17,1
2013,7,12,18,1
2013,8,10,19,1
