year,month,day,hour,count
2012,4,12,17,1
2012,4,14,14,1
2012,4,15,17,2
2012,4,15,19,1
2012,4,15,20,1
2012,4,16,18,1
2012,4,17,18,1
2012,4,19,16,2
2012,4,21,19,1
2012,4,22,14,1
2012,4,22,15,1
2012,4,22,19,1
2012,4,23,18,1
2012,4,24,16,1
2012,4,24,21,1
2012,4,26,17,1
2012,4,26,18,1
2012,4,27,20,1
2012,4,28,11,1
2012,4,28,12,1
2012,4,28,13,1
2012,4,28,14,1
2012,4,28,15,1
2012,4,28,17,2
2012,5,2,17,1
2012,5,3,18,2
2012,5,4,15,1
2012,5,4,18,2
2012,5,5,12,2
2012,5,5,13,1
2012,5,5,14,2
2012,5,7,14,3
2012,5,7,16,1
2012,5,7,17,1
2012,5,9,15,1
2012,5,9,16,1
2012,5,12,14,2
2012,5,12,15,1
2012,5,13,12,1
2012,5,13,19,1
2012,5,14,13,1
2012,5,14,14,2
2012,5,15,16,1
2012,5,16,17,1
2012,5,17,17,1
2012,5,18,20,1
2012,5,19,14,1
2012,5,19,15,1
2012,5,19,16,1
2012,5,19,18,2
2012,5,19,20,1
2012,5,22,21,1
2012,5,24,14,1
2012,5,24,15,2
2012,5,25,19,1
2012,5,25,22,1
2012,5,26,13,1
2012,5,26,14,2
2012,5,26,15,3
2012,5,26,16,2
2012,5,26,17,2
2012,5,27,15,2
2012,5,27,17,3
2012,5,28,13,2
2012,5,29,8,1
2012,5,29,12,1
2012,6,1,17,2
2012,6,3,18,1
2012,6,3,19,1
2012,6,4,8,1
2012,6,4,18,1
2012,6,5,18,1
2012,6,6,17,1
2012,6,7,10,1
2012,6,7,13,1
2012,6,7,14,1
2012,6,9,11,1
2012,6,9,15,1
2012,6,11,13,1
2012,6,12,13,1
2012,6,12,15,2
2012,6,12,16,2
2012,6,17,16,1
2012,6,19,17,1
2012,7,7,15,1
2012,7,7,18,1
2012,7,8,11,1
2012,7,8,14,2
2012,7,8,15,2
2012,7,8,16,1
2012,7,8,17,1
2012,7,12,15,1
2012,7,13,17,1
2012,7,28,13,2
2012,7,28,15,1
2012,7,28,16,1
2012,7,28,17,1
2012,7,29,13,1
2012,7,29,15,2
2012,7,29,17,3
2012,8,6,14,2
2012,8,6,15,1
2012,8,18,13,1
2012,8,18,15,1
2012,8,18,17,1
2013,5,11,13,1
