year,month,day,hour,count
2012,4,4,9,1
2012,4,4,14,1
2012,4,4,20,1
2012,4,11,7,1
2012,4,12,12,2
2012,4,12,21,1
2012,4,13,7,1
2012,4,14,18,2
2012,4,16,18,2
2012,4,16,19,1
2012,4,18,7,2
2012,4,18,8,1
2012,4,19,7,1
2012,4,19,15,3
2012,4,19,16,1
2012,4,20,7,1
2012,4,20,13,2
2012,4,20,17,1
2012,4,23,7,1
2012,4,28,15,1
2012,5,4,10,3
2012,5,5,11,1
2012,5,9,7,2
2012,5,11,13,2
2012,5,13,18,1
2012,5,15,7,1
2012,5,15,17,2
2012,5,16,16,6
2012,5,17,7,2
2012,5,22,7,1
2012,5,22,14,1
2012,5,24,7,1
2012,5,24,15,1
2012,5,28,17,1
2012,5,28,19,1
2012,5,29,13,1
2012,5,29,14,1
2012,5,30,9,1
2012,5,30,13,1
2012,6,1,1,1
2012,6,3,13,2
2012,6,3,14,1
2012,6,4,16,1
2012,6,6,17,1
2012,6,6,18,1
2012,6,10,13,1
2012,6,15,20,1
2012,6,27,8,2
2012,7,12,7,1
2012,8,10,17,1
2012,8,10,19,1
2012,10,19,19,1
2012,10,25,19,1
2013,1,13,13,1
2013,1,30,20,1
2013,2,14,7,1
2013,5,24,19,1
2013,6,7,14,1
