year,month,day,hour,count
2012,5,5,12,2
2012,5,5,20,2
2012,5,10,6,1
2012,5,11,15,1
2012,5,24,8,1
2012,5,26,14,1
2012,5,28,20,1
2012,5,30,13,1
2012,6,1,19,2
2012,6,4,11,1
2012,6,4,12,1
2012,6,4,17,1
2012,6,5,13,1
2012,6,5,18,1
2012,6,8,19,1
2012,6,8,20,1
2012,6,15,20,1
2012,6,15,21,1
2012,7,16,6,1
2012,7,16,14,2
2012,7,17,6,2
2012,7,22,22,1
2012,7,24,16,1
2012,7,24,17,1
2012,7,24,18,1
2012,7,27,6,1
2012,7,28,16,1
2012,7,28,17,1
2012,7,28,19,1
2012,7,28,23,3
2012,7,30,6,2
2012,7,30,8,1
2012,7,30,11,1
2012,7,30,14,1
2012,7,30,16,1
2012,7,30,17,1
2012,7,30,18,3
2012,8,5,17,1
2012,8,5,18,2
2012,8,10,18,2
2012,8,10,19,1
2012,8,11,19,1
2012,8,13,6,1
2012,8,14,6,1
2012,8,14,8,1
2012,8,14,14,1
2012,8,14,15,3
2012,8,14,17,1
2012,8,17,6,1
2012,8,19,12,1
2012,8,19,19,1
2012,8,20,19,1
2012,8,20,20,1
2012,9,14,20,2
2012,9,14,21,1
2012,10,13,16,2
2012,10,13,17,2
2012,10,13,20,1
2012,10,22,20,1
2012,10,25,18,2
2012,10,25,19,1
2012,10,27,18,1
2012,10,27,19,2
2012,10,29,14,1
2012,10,29,17,1
2012,10,30,21,1
2012,11,17,15,1
2012,11,22,19,1
2012,11,24,18,1
2012,11,26,19,2
2012,11,27,18,2
2012,12,3,15,1
2012,12,4,11,1
2012,12,22,13,2
2012,12,22,14,1
2012,12,22,15,2
2012,12,29,18,1
2012,12,29,21,1
2013,1,6,18,2
2013,1,18,21,1
2013,1,26,20,3
2013,1,26,21,1
2013,1,27,12,1
2013,1,27,15,1
2013,1,27,17,3
2013,2,11,13,1
2013,2,11,14,1
2013,2,12,12,1
2013,2,12,16,1
2013,3,6,17,1
2013,3,12,6,1
2013,3,14,10,1
2013,3,27,19,2
2013,3,28,6,1
2013,3,29,17,2
2013,4,2,17,1
2013,4,2,20,1
2013,4,3,19,1
2013,4,3,20,2
2013,4,13,13,1
2013,4,19,15,1
2013,4,19,21,1
2013,4,25,14,1
2013,5,10,14,2
2013,5,10,17,1
2013,5,11,18,1
2013,5,11,21,1
2013,5,12,13,2
2013,5,12,15,1
2013,5,13,20,1
2013,5,17,14,1
2013,5,17,15,1
2013,5,17,18,1
2013,5,18,11,1
2013,5,19,13,1
2013,5,19,15,1
2013,5,19,23,1
2013,5,22,22,1
2013,5,24,19,1
2013,5,28,23,1
2013,7,13,18,2
2013,7,13,19,1
2013,7,13,21,1
2013,7,17,18,1
2013,7,20,13,1
2013,8,3,12,1
2013,8,8,19,1
2013,8,21,15,1
2013,8,22,17,1
2013,8,25,16,1
2013,8,31,18,1
2013,8,31,19,1
2013,9,3,21,1
2013,9,6,17,1
2013,9,6,20,1
