year,month,day,hour,count
2012,4,4,13,1
2012,4,4,19,1
2012,4,4,21,1
2012,4,7,21,1
2012,4,16,20,1
2012,4,20,23,1
2012,5,2,19,1
2012,5,4,13,1
2012,5,4,22,1
2012,5,7,19,2
2012,5,11,9,1
2012,5,13,14,1
2012,5,13,18,1
2012,5,15,9,1
2012,5,15,13,1
2012,5,16,19,1
2012,5,17,13,1
2012,5,17,18,1
2012,5,27,18,1
2012,5,29,12,1
2012,6,5,12,1
2012,6,6,20,1
2012,6,8,19,1
2012,6,9,15,1
2012,6,9,17,1
2012,6,10,21,1
2012,6,11,12,1
2012,6,18,19,1
2012,7,4,20,1
2012,7,8,13,1
2012,7,9,12,1
2012,7,9,19,1
2012,7,22,21,1
2012,7,30,19,1
2012,8,10,19,1
2012,8,11,14,1
2012,8,12,13,1
2012,8,12,18,1
2012,8,12,19,1
2012,8,14,12,1
2012,8,14,19,1
2012,9,15,21,1
2012,10,17,19,1
2012,10,23,20,1
2012,10,27,14,1
2012,10,29,20,1
2012,11,2,13,1
2012,11,5,19,1
2012,11,12,20,2
2012,11,13,18,1
2012,11,13,21,1
2012,11,17,13,1
2012,11,24,21,1
2012,12,1,14,1
2012,12,3,12,1
2012,12,3,21,1
2012,12,5,19,1
2012,12,10,8,1
2012,12,11,20,1
2012,12,13,17,2
2012,12,15,14,1
2012,12,17,8,1
2012,12,19,12,1
2012,12,19,19,1
2013,1,1,15,1
2013,1,5,20,1
2013,1,8,14,1
2013,1,13,22,1
2013,1,14,19,1
2013,1,22,12,1
2013,2,8,12,1
2013,2,13,20,1
2013,2,22,13,1
2013,3,11,19,1
2013,3,14,20,1
2013,3,15,13,1
2013,3,16,18,1
2013,3,16,22,1
2013,3,22,13,1
2013,3,22,14,1
2013,3,30,14,1
2013,4,4,12,1
2013,4,5,21,1
2013,4,7,14,1
2013,4,7,18,1
2013,4,8,12,1
2013,4,8,13,1
2013,4,10,14,1
2013,4,12,19,1
2013,4,16,13,1
2013,4,17,13,1
2013,4,17,19,1
2013,4,18,12,1
2013,4,23,13,1
2013,4,25,18,1
2013,4,28,19,1
2013,4,30,12,1
2013,5,1,21,1
2013,5,3,12,1
2013,5,4,20,1
2013,5,4,23,1
2013,5,7,18,1
2013,5,8,12,1
2013,5,8,21,1
2013,5,11,13,1
2013,5,11,16,1
2013,5,12,8,1
2013,5,17,12,1
2013,5,17,18,1
2013,5,19,11,1
2013,5,19,14,1
2013,5,19,15,1
2013,5,19,16,1
2013,5,19,19,1
2013,5,24,16,1
2013,5,24,19,1
2013,5,27,18,1
2013,5,28,20,1
2013,6,5,19,1
2013,6,6,19,1
2013,7,10,22,1
2013,7,28,19,1
2013,8,13,19,1
2013,8,15,19,1
2013,8,22,20,1
2013,8,23,20,1
2013,8,31,17,1
2013,8,31,19,1
2013,9,7,21,1
