year,month,day,hour,count
2012,4,4,12,1
2012,4,10,12,1
2012,4,10,18,1
2012,4,11,13,1
2012,4,12,20,1
2012,4,13,20,1
2012,4,13,23,1
2012,4,15,1,1
2012,4,16,20,1
2012,5,13,18,1
2012,7,7,0,1
2012,7,22,21,1
2012,7,22,22,1
2012,7,29,19,1
2012,8,10,20,1
2012,8,10,22,1
2012,8,18,1,1
2012,9,5,19,1
2012,10,25,19,1
2012,10,28,20,1
2012,10,29,20,1
2012,11,7,19,1
2012,12,1,1,1
2012,12,7,22,1
2012,12,8,21,1
2012,12,11,13,1
2012,12,14,20,1
2012,12,16,17,1
2012,12,16,20,1
2012,12,18,22,1
2012,12,30,21,1
2013,1,13,1,1
2013,1,17,19,1
2013,1,25,23,1
2013,1,26,1,1
2013,1,29,19,1
2013,1,30,13,1
2013,2,17,19,1
2013,2,19,13,1
2013,2,26,13,1
2013,4,8,19,1
2013,4,17,13,1
2013,4,30,23,1
2013,5,4,17,1
2013,5,4,19,1
2013,5,4,20,1
2013,5,10,19,1
2013,5,12,19,1
2013,5,13,12,1
2013,8,23,15,1
2013,8,25,13,1
