year,month,day,hour,count
2012,4,4,9,5
2012,4,4,15,2
2012,4,4,17,4
2012,4,5,18,1
2012,4,6,22,5
2012,4,8,7,5
2012,4,8,14,4
2012,4,8,22,3
2012,4,10,8,5
2012,4,12,14,2
2012,4,12,22,1
2012,4,14,12,1
2012,4,14,13,4
2012,4,14,23,2
2012,4,15,13,4
2012,4,17,1,4
2012,4,24,13,3
2012,4,24,15,2
2012,4,25,18,2
2012,4,25,20,2
2012,4,28,15,6
2012,4,29,6,7
2012,4,29,16,2
2012,5,3,18,9
2012,5,4,21,1
2012,5,5,20,1
2012,5,5,22,4
2012,5,7,19,4
2012,5,7,22,10
2012,5,8,19,6
2012,5,8,20,1
2012,5,8,21,8
2012,5,8,22,10
2012,5,9,14,4
2012,5,9,20,8
2012,5,9,21,2
2012,5,12,14,3
2012,5,12,18,5
2012,5,12,20,1
2012,5,13,16,1
2012,5,13,21,1
2012,5,13,22,5
2012,5,13,23,2
2012,5,14,12,12
2012,5,14,13,1
2012,5,14,14,4
2012,5,14,16,2
2012,5,14,20,3
2012,5,15,11,4
2012,5,15,12,9
2012,5,15,17,1
2012,5,15,19,4
2012,5,16,12,3
2012,5,16,13,9
2012,5,16,23,5
2012,5,17,12,6
2012,5,18,20,5
2012,5,18,23,7
2012,5,19,12,3
2012,5,19,19,8
2012,5,19,20,2
2012,5,22,9,2
2012,5,25,22,3
2012,5,26,12,4
2012,5,26,17,2
2012,5,27,9,8
2012,5,27,23,4
2012,5,28,12,4
2012,5,28,13,14
2012,5,28,16,7
2012,5,29,13,9
2012,5,29,22,6
2012,5,30,12,4
2012,5,30,13,4
2012,5,31,22,4
2012,6,1,17,5
2012,6,1,18,3
2012,6,1,19,2
2012,6,3,16,5
2012,6,3,17,1
2012,6,4,2,1
2012,6,4,20,3
2012,6,6,17,4
2012,6,7,20,7
2012,6,8,22,7
2012,6,9,21,5
2012,6,9,22,2
2012,6,10,22,5
2012,6,11,15,5
2012,6,12,13,5
2012,6,12,14,3
2012,6,12,22,8
2012,6,13,13,7
2012,6,14,2,2
2012,6,15,19,7
2012,6,15,21,5
