year,month,day,hour,count
2012,4,5,7,1
2012,4,8,14,2
2012,4,9,7,1
2012,4,10,8,1
2012,4,11,7,2
2012,4,12,7,1
2012,4,13,13,1
2012,4,15,11,1
2012,4,15,13,4
2012,4,19,7,1
2012,4,22,12,1
2012,4,22,14,1
2012,4,25,7,1
2012,4,29,13,2
2012,5,4,11,1
2012,5,7,11,1
2012,5,7,12,1
2012,5,7,13,1
2012,5,9,7,1
2012,5,13,11,1
2012,5,13,13,2
2012,5,19,14,2
2012,5,22,7,1
2012,5,22,13,1
2012,5,26,13,2
2012,5,27,17,1
2012,5,29,7,1
2012,6,3,15,1
2012,6,7,1,1
2012,6,8,22,1
2012,6,10,12,1
2012,6,17,18,1
2012,6,18,12,1
2012,6,18,14,1
2012,7,3,14,1
2012,7,3,15,1
2012,7,5,10,1
2012,7,22,18,1
2012,8,10,18,3
2012,8,20,15,1
2012,8,20,16,1
2012,10,26,19,1
2012,12,11,8,1
2013,1,10,13,1
2013,1,26,17,1
2013,2,12,17,2
2013,2,26,10,1
2013,3,7,16,1
2013,3,8,12,1
2013,3,11,8,1
2013,3,13,16,1
2013,3,14,17,1
2013,4,5,18,1
2013,4,7,18,1
2013,5,3,19,1
2013,5,10,20,1
2013,5,19,17,1
2013,5,19,19,1
2013,7,5,17,1
2013,8,1,18,1
2013,8,2,19,1
2013,8,23,16,1
