year,month,day,hour,count
2012,4,4,13,1
2012,4,4,20,1
2012,4,10,12,1
2012,4,10,13,1
2012,4,12,8,1
2012,4,15,10,1
2012,4,17,20,1
2012,4,17,21,1
2012,4,18,8,1
2012,4,19,18,1
2012,4,21,19,1
2012,4,22,11,1
2012,4,27,19,1
2012,4,29,10,1
2012,4,29,13,1
2012,5,2,19,1
2012,5,3,19,1
2012,5,4,8,2
2012,5,4,9,1
2012,5,4,12,1
2012,5,4,19,1
2012,5,4,23,1
2012,5,5,9,1
2012,5,7,20,1
2012,5,8,18,1
2012,5,8,19,1
2012,5,9,8,2
2012,5,9,9,1
2012,5,9,20,1
2012,5,11,9,1
2012,5,11,16,1
2012,5,12,10,1
2012,5,13,12,1
2012,5,14,9,1
2012,5,14,12,1
2012,5,15,9,1
2012,5,15,21,1
2012,5,15,22,1
2012,5,18,19,1
2012,5,19,10,1
2012,5,19,11,2
2012,5,21,22,1
2012,5,22,8,1
2012,5,22,12,1
2012,5,22,18,1
2012,5,24,9,1
2012,5,25,18,1
2012,5,28,19,1
2012,5,29,9,1
2012,5,29,11,1
2012,5,30,8,2
2012,5,30,15,1
2012,6,4,9,1
2012,6,6,19,1
2012,6,7,8,2
2012,6,9,9,1
2012,6,9,13,1
2012,6,9,15,1
2012,6,10,19,1
2012,6,11,12,1
2012,6,12,22,2
2012,6,12,23,1
2012,6,13,8,2
2012,6,14,9,1
2012,6,14,18,1
2012,6,17,17,1
2012,6,18,9,1
2012,6,21,8,1
2012,6,21,17,1
2012,6,21,18,1
2012,6,25,17,1
2012,7,3,8,1
2012,7,5,9,1
2012,7,7,12,1
2012,7,7,17,1
2012,7,8,9,1
2012,7,8,15,1
2012,7,9,13,1
2012,7,11,8,3
2012,7,11,12,1
2012,7,11,17,1
2012,7,12,13,1
2012,7,12,17,2
2012,7,13,9,2
2012,7,13,17,2
2012,7,15,16,1
2012,7,16,18,1
2012,7,19,8,1
2012,7,22,19,1
2012,7,22,21,1
2012,8,5,19,1
2012,8,5,21,1
2012,8,6,17,1
2012,8,9,18,1
2012,8,9,21,1
2012,8,10,14,2
2012,8,10,17,1
2012,8,10,18,1
2012,8,12,9,1
2012,8,13,9,1
2012,8,13,13,1
2012,8,14,8,1
2012,8,14,18,2
2012,8,14,19,1
2012,8,17,9,1
2012,8,18,9,1
2012,8,18,10,1
2012,8,19,20,1
2012,8,20,18,1
2012,9,5,18,1
2012,9,6,9,3
2012,9,6,12,1
2012,9,6,13,2
2012,9,15,14,2
2012,9,15,16,1
2012,10,8,18,2
2012,10,16,17,3
2012,10,17,17,2
2012,10,17,18,1
2012,10,25,22,1
2012,10,25,23,1
2012,10,26,11,1
2012,10,26,16,1
2012,10,29,12,1
2012,10,29,18,1
2012,10,31,13,1
2012,10,31,18,1
2012,11,1,9,2
2012,11,1,12,1
2012,11,1,18,1
2012,11,2,18,1
2012,11,5,18,1
2012,11,6,9,1
2012,11,6,19,1
2012,11,7,9,2
2012,11,7,12,1
2012,11,7,18,2
2012,11,9,17,1
2012,11,9,18,2
2012,11,11,19,1
2012,11,18,9,1
2012,11,18,10,2
2012,11,18,11,2
2012,11,20,8,1
2012,11,20,19,1
2012,11,21,9,1
2012,11,21,12,1
2012,11,21,13,1
2012,11,21,18,2
2012,11,22,9,1
2012,11,22,18,1
2012,11,23,8,1
2012,11,23,9,1
2012,11,23,13,1
2012,11,23,18,1
2012,11,24,9,2
2012,11,24,12,1
2012,11,25,11,2
2012,11,26,18,2
2012,11,26,19,2
2012,11,27,9,4
2012,11,27,18,1
2012,11,27,19,1
2012,12,1,11,1
2012,12,1,13,1
2012,12,2,12,1
2012,12,2,14,2
2012,12,3,10,1
2012,12,3,12,1
2012,12,3,18,2
2012,12,4,9,2
2012,12,4,12,1
2012,12,4,19,1
2012,12,5,12,1
2012,12,5,18,2
2012,12,5,19,1
2012,12,6,16,1
2012,12,7,9,1
2012,12,7,12,1
2012,12,7,13,2
2012,12,7,17,1
2012,12,7,18,1
2012,12,8,16,2
2012,12,8,17,1
2012,12,8,18,1
2012,12,9,9,1
2012,12,10,13,2
2012,12,11,9,1
2012,12,12,8,3
2012,12,12,10,1
2012,12,13,9,1
2012,12,13,17,1
2012,12,13,18,1
2012,12,15,16,2
2012,12,17,9,1
2012,12,17,13,2
2012,12,17,15,1
2012,12,17,18,2
2012,12,18,10,1
2012,12,18,18,1
2012,12,19,18,1
2012,12,20,12,4
2012,12,21,9,1
2012,12,21,17,1
2012,12,21,18,2
2012,12,27,18,1
2012,12,28,9,1
2012,12,29,9,1
2013,1,2,18,1
2013,1,3,9,2
2013,1,3,12,3
2013,1,3,19,1
2013,1,4,8,1
2013,1,4,13,2
2013,1,4,14,1
2013,1,4,17,1
2013,1,4,18,1
2013,1,4,19,3
2013,1,5,1,1
2013,1,6,18,1
