year,month,day,hour,count
2012,4,11,12,1
2012,4,11,15,1
2012,4,12,10,1
2012,4,13,12,2
2012,4,16,18,1
2012,4,17,0,1
2012,4,21,10,1
2012,4,21,13,1
2012,4,22,14,1
2012,4,23,17,1
2012,4,24,7,1
2012,4,24,16,1
2012,4,26,11,1
2012,4,26,17,1
2012,4,26,18,1
2012,4,27,20,1
2012,5,2,12,1
2012,5,3,18,1
2012,5,5,10,1
2012,5,7,7,1
2012,5,7,17,1
2012,5,8,21,1
2012,5,9,8,1
2012,5,9,13,3
2012,5,11,6,1
2012,5,12,9,1
2012,5,14,7,1
2012,5,14,17,2
2012,5,15,7,1
2012,5,15,10,1
2012,5,15,11,1
2012,5,15,15,1
2012,5,16,8,1
2012,5,16,13,2
2012,5,16,15,1
2012,5,16,17,1
2012,5,17,11,1
2012,5,17,18,1
2012,5,18,6,1
2012,5,22,7,1
2012,5,22,16,1
2012,5,24,11,1
2012,5,24,17,1
2012,5,28,7,1
2012,5,28,18,1
2012,5,30,8,1
2012,5,30,16,1
2012,6,1,6,1
2012,6,1,19,1
2012,6,3,11,1
2012,6,4,16,1
2012,6,5,11,1
2012,6,5,16,1
2012,6,7,11,1
2012,6,11,11,1
2012,6,11,13,2
2012,6,12,12,1
2012,6,18,19,1
2012,7,10,7,1
2012,8,14,6,1
2012,8,19,7,1
2012,8,19,21,1
2012,10,24,9,1
2012,10,24,18,1
2012,10,25,18,2
2012,10,25,20,1
2012,10,25,21,1
2012,11,13,14,1
2012,11,18,15,1
2012,12,4,16,1
2012,12,16,15,1
2012,12,17,18,1
2012,12,21,20,1
2012,12,21,21,1
2012,12,27,19,1
2012,12,28,19,1
2013,1,11,14,1
2013,1,11,17,1
2013,1,15,19,1
2013,1,22,15,1
2013,1,25,20,1
2013,2,19,19,1
2013,3,2,21,1
2013,4,2,8,1
2013,4,18,9,1
2013,5,8,15,1
2013,5,12,11,1
2013,5,15,18,1
2013,6,5,15,1
2013,6,6,17,1
2013,6,27,18,1
2013,7,13,19,1
2013,8,6,16,1
