year,month,day,hour,count
2012,6,7,16,1
2012,6,9,14,1
2012,6,11,8,1
2012,6,13,15,1
2012,6,17,11,1
2012,6,17,12,1
2012,6,27,9,1
2012,7,4,7,1
2012,7,4,14,1
2012,7,9,15,1
2012,7,10,7,1
2012,7,11,18,1
2012,7,13,15,1
2012,7,15,18,1
2012,7,18,7,1
2012,7,27,7,1
2012,7,28,11,1
2012,7,28,18,1
2012,7,28,19,1
2012,7,30,9,1
2012,8,17,7,1
2012,8,18,18,2
2013,1,2,13,1
2013,1,4,14,1
2013,1,7,15,1
2013,1,9,7,1
2013,1,9,17,1
2013,1,11,7,1
2013,1,12,17,1
2013,1,14,6,1
2013,1,14,14,1
2013,1,18,15,1
2013,1,18,19,1
2013,1,25,13,1
2013,1,31,17,1
2013,2,4,7,1
2013,2,8,14,1
2013,2,8,15,1
2013,2,21,17,1
2013,2,22,16,1
2013,2,22,17,1
2013,2,26,15,1
2013,2,28,14,1
2013,3,18,15,1
2013,3,18,16,1
2013,3,28,18,2
2013,4,2,15,1
2013,4,5,15,1
2013,4,11,7,1
2013,4,12,14,1
2013,4,19,17,1
2013,4,20,14,1
2013,4,23,15,1
2013,4,25,15,1
2013,4,30,8,1
2013,5,3,14,1
2013,5,3,15,1
2013,5,6,14,1
2013,5,10,15,1
2013,5,15,17,1
2013,6,19,16,1
2013,7,8,19,1
2013,7,14,16,2
2013,8,2,17,1
2013,8,21,18,1
2013,8,24,18,1
2013,8,29,16,1
2013,8,30,18,1
2013,8,31,19,1
