year,month,day,hour,count
2012,4,6,21,2
2012,4,6,22,2
2012,4,9,20,1
2012,4,10,7,1
2012,4,12,12,1
2012,4,12,18,1
2012,4,12,21,1
2012,4,14,22,2
2012,4,18,8,1
2012,4,19,9,1
2012,4,20,14,1
2012,5,2,8,1
2012,5,3,17,1
2012,5,4,8,1
2012,5,4,12,1
2012,5,4,13,1
2012,5,4,17,2
2012,5,4,21,1
2012,5,7,10,1
2012,5,7,15,1
2012,5,12,12,1
2012,5,12,15,3
2012,5,12,16,1
2012,5,12,17,1
2012,5,12,18,1
2012,5,13,15,2
2012,5,14,8,1
2012,5,16,11,1
2012,5,17,10,1
2012,5,24,9,1
2012,5,27,18,2
2012,5,27,20,1
2012,5,28,8,1
2012,5,28,15,2
2012,5,28,16,2
2012,5,28,17,1
2012,5,28,18,1
2012,5,30,10,1
2012,6,2,2,1
2012,6,3,17,1
2012,6,4,10,1
2012,6,5,9,1
2012,6,5,12,1
2012,6,7,9,2
2012,6,7,12,2
2012,6,9,19,1
2012,6,10,19,1
2012,6,10,21,2
2012,6,11,8,1
2012,6,12,20,1
2012,6,13,8,1
2012,6,15,20,2
2012,6,15,21,1
2012,6,21,14,1
2012,6,21,16,2
2012,6,25,20,1
2012,6,27,17,1
2012,7,3,15,1
2012,7,5,18,1
2012,7,9,8,1
2012,7,11,17,1
2012,7,12,8,1
2012,7,12,16,1
2012,7,16,13,1
2012,7,17,10,1
2012,7,20,21,1
2012,7,28,19,1
2012,7,30,12,1
2012,10,13,17,1
2012,10,13,19,1
2012,10,16,17,1
2012,10,19,21,1
2012,10,20,1,1
2012,10,22,16,5
2012,10,23,8,1
2012,10,23,16,3
2012,10,23,17,1
2012,10,25,8,1
2012,10,25,12,1
2012,10,25,22,1
2012,11,9,18,2
2012,11,11,15,3
2012,11,11,16,1
2012,11,12,12,1
2012,11,12,13,1
2012,11,12,18,1
2012,11,12,21,1
2012,11,13,15,1
2012,11,17,18,1
2012,11,17,22,2
2012,11,20,8,1
2012,11,21,18,1
2012,11,21,22,1
2012,11,22,9,1
2012,11,23,17,1
2012,11,24,16,1
2012,11,24,17,2
2012,11,25,14,1
2012,11,25,15,1
2012,11,26,23,1
2012,11,27,23,1
2012,12,1,17,1
2012,12,1,18,2
2012,12,2,2,1
2012,12,2,13,1
2012,12,6,16,1
2012,12,7,0,1
2012,12,7,17,1
2012,12,8,17,2
2012,12,9,2,1
2012,12,15,17,1
2012,12,15,18,1
2012,12,16,16,3
2012,12,21,18,1
2012,12,22,2,1
2012,12,29,21,1
2012,12,30,16,1
2013,1,1,9,1
2013,1,3,15,3
2013,1,5,18,1
2013,1,13,15,1
2013,1,22,9,1
2013,1,25,14,1
2013,2,2,15,1
2013,2,3,18,1
2013,2,3,22,1
2013,2,5,19,2
2013,2,11,18,2
2013,2,13,10,1
2013,2,14,13,1
2013,2,18,0,2
2013,2,18,15,1
2013,2,21,16,1
2013,3,4,17,1
2013,3,6,1,1
2013,3,7,16,1
2013,3,11,9,1
2013,3,17,13,1
2013,3,19,17,2
2013,3,19,20,1
2013,3,19,22,1
2013,3,28,20,1
2013,4,3,15,1
2013,4,4,15,1
2013,4,5,12,1
2013,4,5,14,1
2013,4,8,12,1
2013,4,13,1,1
2013,4,16,23,1
2013,4,27,0,1
2013,5,1,12,1
2013,5,1,16,1
2013,5,16,13,1
2013,5,23,17,1
2013,5,24,3,1
2013,6,2,1,1
2013,7,15,8,1
2013,7,24,8,1
2013,7,24,9,1
2013,7,24,17,1
2013,7,29,9,1
2013,8,2,14,1
2013,8,18,20,1
2013,8,20,0,1
2013,8,20,18,2
2013,8,21,18,1
2013,8,25,21,1
2013,9,1,17,1
2013,9,2,8,1
2013,9,2,18,1
