year,month,day,hour,count
2012,6,15,19,1
2012,7,3,11,1
2012,7,5,13,1
2012,7,6,11,1
2012,7,6,19,1
2012,7,6,20,1
2012,7,8,12,1
2012,7,8,13,1
2012,7,8,16,1
2012,7,8,18,1
2012,7,9,13,1
2012,7,9,14,1
2012,7,9,21,1
2012,7,12,15,1
2012,7,13,10,2
2012,7,13,17,1
2012,7,13,21,1
2012,7,14,10,1
2012,7,14,12,1
2012,7,16,9,1
2012,7,16,14,2
2012,7,17,13,1
2012,7,17,15,1
2012,9,15,12,3
2012,10,19,20,1
2012,10,23,10,1
2012,10,23,16,1
2012,10,24,8,1
2012,10,29,10,2
2012,10,29,13,1
2012,10,31,8,2
2012,10,31,11,1
2012,10,31,12,1
2012,10,31,13,2
2012,10,31,15,1
2012,10,31,17,1
2012,11,1,13,1
2012,11,2,17,1
2012,11,6,10,1
2012,11,6,13,1
2012,11,7,12,1
2012,11,7,15,1
2012,11,7,17,1
2012,11,11,12,1
2012,11,12,10,1
2012,11,12,13,1
2012,11,12,15,1
2012,11,16,8,1
2012,11,16,13,1
2012,11,17,19,2
2012,11,18,13,2
2012,11,20,10,1
2012,11,20,15,1
2012,11,21,8,1
2012,11,21,10,1
2012,11,21,13,1
2012,11,21,22,1
2012,11,22,10,1
2012,11,22,11,1
2012,11,23,9,1
2012,11,26,10,1
2012,11,26,16,1
2012,11,28,9,2
2012,11,29,14,1
2012,11,29,15,1
2012,12,3,13,1
2012,12,4,10,1
2012,12,5,11,1
2012,12,6,13,2
2012,12,7,9,1
2012,12,7,14,1
2012,12,8,13,1
2012,12,10,13,1
2012,12,12,10,1
2012,12,13,11,1
2012,12,13,12,1
2012,12,13,14,1
2012,12,13,15,1
2012,12,13,18,1
2012,12,15,17,1
2012,12,18,15,1
2012,12,18,20,1
2012,12,20,13,2
2012,12,23,13,1
2012,12,31,20,1
2013,1,2,8,1
2013,1,2,11,1
2013,1,3,11,1
2013,1,3,13,1
2013,1,3,19,1
2013,1,4,9,1
2013,1,4,14,1
2013,1,5,16,1
2013,1,7,12,1
2013,1,7,16,1
2013,1,8,10,1
2013,1,10,13,2
2013,1,14,13,1
2013,1,15,13,1
2013,1,17,14,1
2013,1,18,8,1
2013,1,18,13,1
2013,1,21,15,1
2013,1,22,15,1
2013,1,26,18,1
2013,1,27,13,1
2013,1,28,8,1
2013,1,29,23,1
2013,1,30,8,1
2013,1,30,10,1
2013,1,30,18,1
2013,1,31,13,1
2013,2,2,15,1
2013,2,6,8,1
2013,2,13,14,1
2013,3,17,14,1
2013,4,21,11,1
2013,5,19,13,1
